,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
37,41,2013-01-05,Little Things,One Direction,,41,6,https://www.billboard.com/charts/hot-100/2013-01-05,"Your hand fits in mine like it's made just for meBut bear this in mind: It was meant to beAnd I'm joinin' up the dots with the freckles on your cheeksAnd it all makes sense to meI know you've never loved the crinkles by your eyes when you smileYou've never loved your stomach or your thighsThe dimples in your back at the bottom of your spineBut I'll love them endlesslyI won't let these little things slip out of my mouthBut if I do, it's you, oh, it's you, they add up toI'm in love with you and all these little thingsYou can't go to bed without a cup of teaAnd maybe that's the reason that you talk in your sleepAnd all those conversations are the secrets that I keepThough it makes no sense to meI know you've never loved the sound of your voice on tapeYou never want to know how much you weightYou still have to squeeze into your jeansBut you're perfect to meI won't let these little things slip out of my mouthBut if it's true, it's you, it's you, they add up toI'm in love with you and all these little thingsYou'll never love yourself half as much as I love youAnd you'll never treat yourself right, darling, but I want you toIf I let you know, I'm here for youMaybe you'll love yourself like I love you, ohAnd I've just let these little things slip out of my mouth'Cause it's you, oh, it's you, it's you, they add up toAnd I'm in love with you and all these little thingsI won't let these little things slip out of my mouthBut if it's true, it's you, it's you, they add up toI'm in love with you and all your little things",https://www.genius.com/One-Direction-Little-Things-lyrics
38,42,2013-01-05,Don't Wake Me Up,Chris Brown,,10,26,https://www.billboard.com/charts/hot-100/2013-01-05,"Dearly beloved, if this love only exists in my dreamsDon't wake me upToo much light in this window, don't wake me upOnly coffee, no sugar inside my cupIf I wake and you're here still, give me a kissI wasn't finished dreaming about your lipsDon't wake me up, up, up, up, up, upDon't wake me up, up, up, up, up, upDon't wake me up, up, up, up, up, upDon't wake me up, don't wake meDon't wake me up, upDon't wake me upDon't wake me up, yeahDon't wake me up, up, up, up, up, upDon't wake me up, don't wake meSo much life in the city, you won't believeBeen awake for some days now, no time to sleepIf your heart is a pillow, this love's the bedTell me what is the music inside my headDon't wake me up, up, up, up, up, upDon't wake me up, up, up, up, up, upDon't wake me up, up, up, up, up, upDon't wake me up, don't wake meDon't wake me up, up, upDon't wake me upDon't wake me up, yeahDon't wake me up, up, up, up, up, upDon't wake me up, don't wake me I don't wanna fall, fall, fall, fall asleep, noI don't wanna fall unless I'm falling for youI don't wanna fall, fall, fall, fall asleep, noI don't wanna fall unless I'm falling for youDon't wake me up, up, upDon't wake me upDon't wake me up, yeahDon't wake me up, up, up, up, up, upDon't wake me up, don't wake me",https://www.genius.com/Chris-Brown-Dont-Wake-Me-Up-lyrics
39,43,2013-01-05,Call Me Maybe,Carly Rae Jepsen,,1,44,https://www.billboard.com/charts/hot-100/2013-01-05,"I threw a wish in the wellDon't ask me, I'll never tellI looked to you as it fellAnd now you're in my wayI trade my soul for a wishPennies and dimes for a kissI wasn't looking for thisBut now you're in my wayYour stare was holdingRipped jeans, skin was showin'Hot night, wind was blowin'Where you think you're going, baby?Hey, I just met you, and this is crazyBut here's my number, so call me maybeIt's hard to look right at you, babyBut here's my number, so call me maybeHey, I just met you, and this is crazyBut here's my number, so call me maybeAnd all the other boys try to chase meBut here's my number, so call me maybeYou took your time with the callI took no time with the fallYou gave me nothing at allBut still you're in my wayI beg and borrow and stealAt first sight and it's realI didn't know I would feel itBut it's in my wayYour stare was holdingRipped jeans, skin was showingHot night, wind was blowingWhere you think you're going, baby? Hey, I just met you, and this is crazyBut here's my number, so call me maybeIt's hard to look right at you, babyBut here's my number, so call me maybeHey, I just met you, and this is crazyBut here's my number, so call me maybeAnd all the other boys try to chase meBut here's my number, so call me maybeBefore you came into my life, I missed you so badI missed you so badI missed you so, so badBefore you came into my life, I missed you so badAnd you should know thatI missed you so, so badIt's hard to look right at you, babyBut here's my number, so call me maybeHey, I just met you, and this is crazyBut here's my number, so call me maybeAnd all the other boys try to chase meBut here's my number, so call me maybe Before you came into my life, I missed you so badI missed you so badI missed you so, so badBefore you came into my life, I missed you so badAnd you should know thatSo call me maybe",https://www.genius.com/Carly-Rae-Jepsen-Call-Me-Maybe-lyrics
40,44,2013-01-05,Better Dig Two,The Band Perry,,40,8,https://www.billboard.com/charts/hot-100/2013-01-05,"I told you on the day we wedI was gonna love you 'til I's deadMade you wait 'til our wedding nightThat's the first and the last time I wear whiteSo if the ties that bind ever do come looseTie them in a knot like a hangman's noose'Cause I'll go to heaven or I'll go to hellBefore I'll see you with someone elsePut me in the groundPut me six foot downAnd let the stone say:Here lies the girl whose only crutchWas loving one man just a little too muchIf you go before I doI'm gonna tell the gravedigger that he better dig twoWellIt won't be whiskey, it won't be methIt'll be your name on my last breathIf divorce or death ever do us partThe coroner will call it a broken heartSo put me in the groundPut me six foot downAnd let the stone say:Here lies the girl whose only crutchWas loving one man just a little too muchIf you go before I doI'm gonna tell the gravedigger that he better dig twoDig twoI took your name when I took those vowsI meant 'em back then and I mean 'em right nowOh, right now If the ties that bind ever do come looseIf forever ever ends for youIf that ring gets a little too tightYou might as well read me my last ritesAnd let the stone say:Here lies the girl whose only crutchWas loving one man just a little too muchIf you go before I doGonna tell the gravedigger that he better dig, uh!There'll be a stone right next to mineWe'll be together 'til the end of timeDon't you go before I doI'm gonna tell the gravedigger that he better dig twoI told you on the day we wedI was gonna love you 'til I's dead",https://www.genius.com/The-Band-Perry-Better-Dig-Two-lyrics
41,45,2013-01-05,Lights,Ellie Goulding,,2,53,https://www.billboard.com/charts/hot-100/2013-01-05,"I had a way thenLosing it all on my ownI had a heart thenBut the queen has been overthrownAnd I'm not sleeping nowThe dark is too hard to beatAnd I'm not keeping upThe strength I need to push meYou show the lights that stop me turn to stoneYou shine it when I'm aloneAnd so I tell myself that I'll be strongAnd dreaming when they're goneCause they're calling, calling, calling me homeCalling, calling, calling homeYou show the lights that stop me turn to stoneYou shine it when I'm aloneNoises, I play within my headTouch my own skinAnd hope that I'm still breathingAnd I think back to whenMy brother and my sister sleptIn an unlocked placeThe only time I feel safeYou show the lights that stop me turn to stoneYou shine it when I'm aloneAnd so I tell myself that I'll be strongAnd dreaming when they're goneCause they're calling, calling, calling me homeCalling, calling, calling homeYou show the lights that stop me turn to stoneYou shine it when I'm aloneHome, homeHome, homeYou show the lights that stop me turn to stoneYou shine it when I'm aloneAnd so I tell myself that I'll be strongAnd dreaming when they're goneCause they're calling, calling, calling me homeCalling, calling, calling homeYou show the lights that stop me turn to stoneYou shine it when I'm alone Home, homeHome, home",https://www.genius.com/Ellie-Goulding-Lights-lyrics
42,46,2013-01-05,Daylight,Maroon 5,,46,3,https://www.billboard.com/charts/hot-100/2013-01-05,"Here I am waitingI'll have to leave soonWhy am I holding on?We knew this day would comeWe knew it all alongHow did it come so fast?This is our last night, but it's lateAnd I'm trying not to sleep'Cause I know, when I wakeI will have to slip awayAnd when the daylight comes, I'll have to goBut tonight, I'm gonna hold you so close'Cause in the daylight, we'll be on our ownBut tonight, I need to hold you so closeOoh-whoa, ooh-whoa, ooh-whoaOoh-whoa, ooh-whoa, ooh-whoaHere I am staringAt your perfectionIn my arms, so beautifulThe sky is getting brightThe stars are burning outSomebody slow it downThis is way too hard'Cause I know, when the sun comes upI will leave, this is my last glanceThat will soon be memoryAnd when the daylight comes, I'll have to goBut tonight, I'm gonna hold you so close'Cause in the daylight, we'll be on our ownBut tonight, I need to hold you so closeOoh-whoa, ooh-whoa, ooh-whoaOoh-whoa, ooh-whoa, ooh-whoa I never want it to stopBecause I don't wanna start all over, start all overI was afraid of the darkBut now it's all that I want, all that I want, all that I wantAnd when the daylight comes, I'll have to goBut tonight I'm gonna hold you so close'Cause in the daylight, we'll be on our ownBut tonight I need to hold you so closeAnd when the daylight comes I'll have to goBut tonight, I'm gonna hold you so close'Cause in the daylight, we'll be on our ownBut tonight, I need to hold you so closeOoh-whoa, ooh-whoa, ooh-whoaOoh-whoa, ooh-whoa, ooh-whoaOoh-whoa (Yeah), ooh-whoa (Yeah)Ooh-whoa (Yeah, yeah)Ooh-whoa (Yeah), ooh-whoa (Yeah), ooh-whoa",https://www.genius.com/Maroon-5-Daylight-lyrics
43,47,2013-01-05,Blow Me (One Last Kiss),P!nk,,5,25,https://www.billboard.com/charts/hot-100/2013-01-05,"White knucklesAnd sweaty palms from hanging on too tightClenched shut jawI've got another headache again tonightEyes on fire, eyes on fireAnd they burn from all the tearsI've been crying, I've been cryingI've been dying over youTie a knot in the ropeTryna hold, tryna to holdBut there's nothing to grabSo I let goI think I finally had enoughI think I maybe think too muchI think this might be it for usBlow me one last kissYou think I'm just too seriousI think you're full of shitMy head is spinning soBlow me one last kissJust when it can't get worseI've had a shit dayHave you had a shit day?We've had a shit dayI think that life's too short for thisI want back my ignorance and blissI think I've had enough of thisBlow me one last kissI won't missAll of the fighting that we always didTake it inI mean what I say when I say there is nothing leftNo more sick Whiskey dickNo more battles for meYou'll be calling a trick'Cause you no longer sleepI'll dress nice, I'll look goodI'll go dancing aloneI will laugh, I'll get drunkI'll take somebody homeI think I finally had enoughI think I maybe think too muchI think this might be it for usBlow me one last kissYou think I'm just too seriousI think you're full of shitMy head is spinning soBlow me one last kissJust when it can't get worseI've had a shit dayHave you had a shit day?We've had a shit dayI think that life's too short for thisI want back my ignorance and blissI think I've had enough of thisBlow me one last kiss Da, da da da da, da da da daBlow me one last kissDa, da da da da, da da da daBlow me one last kissI will do what I pleaseAnything that I wantI will breathe, I will breatheI won't worry at allYou will pay for your sinsYou'll be sorry, my dearAll the lies, all the ""why's"" will all be crystal clearI think I finally had enoughI think I maybe think too muchI think this might be it for usBlow me one last kissYou think I'm just too seriousI think you're full of shitMy head is spinning soBlow me one last kissJust when it can't get worseI've had a shit dayHave you had a shit day?We've had a shit dayI think that life's too short for thisI want back my ignorance and blissI think I've had enough of thisBlow me one last kiss La la la la la, la la la la la, la la la la laBlow me one last kissLa la la la la, la la la la la, la la la la laBlow me one last kissJust when it can't get worseI've had a shit dayHave you had a shit day?We've had a shit dayI think that life's too short for thisI want back my ignorance and blissI think I've had enough of thisBlow me one last kiss",https://www.genius.com/P-nk-Blow-Me-One-Last-Kiss-lyrics
44,48,2013-01-05,Anything Could Happen,Ellie Goulding,,47,11,https://www.billboard.com/charts/hot-100/2013-01-05,"Stripped to the waist we fall into the riverCover your eyes so you don't know the secretI've been trying to hideWe held our breath to see our names are writtenOn the wreck of '86That was the year I knew the panic was overYes, since we found outSince we found outThat anything could happenAnything could happenAnything could happenAnything could happenAnything could happenAnything could happenAnything couldAfter the war, we said we'd fight togetherI guess we thought ""that's just what humans do""Letting darkness growAs if we need its palette and we need its colorBut now I've seen it throughAnd now I know the truthThat anything could happenAnything could happenAnything could happenAnything could happenAnything could happenAnything could happenAnything couldBaby, I'll give you everything you needI'll give you everything you need, ohI'll give you everything you needBut I don't think I need youStripped to the waist we fall into the riverCover your eyes so you don't know the secretI've been trying to hideWe held our breath to see our names are writtenOn the wreck of '86That was the year I knew the panic was over Yes, since we found outSince we found outThat anything could happenAnything could happenAnything could happenAnything could happenAnything could happenAnything could happenAnything couldI know it's going to beI know it's going to beI know it's going to beI know it's going to beI know it's going to beI know it's going to beI know it's going to beI know it's going to be, ohBut I don't think I need youBut I don't think I need youBut I don't think I need youBut I don't think I need you",https://www.genius.com/Ellie-Goulding-Anything-Could-Happen-lyrics
45,49,2013-01-05,Somebody That I Used To Know,Gotye,['Kimbra'],1,51,https://www.billboard.com/charts/hot-100/2013-01-05,"Now and then I think of when we were togetherLike when you said you felt so happy you could dieI told myself that you were right for meBut felt so lonely in your companyBut that was love, and it's an ache I still rememberYou can get addicted to a certain kind of sadnessLike resignation to the end, always the endSo when we found that we could not make senseWell, you said that we would still be friendsBut I'll admit that I was glad it was overBut you didn't have to cut me offMake out like it never happened and that we were nothingAnd I don't even need your loveBut you treat me like a stranger, and that feels so roughNo, you didn't have to stoop so lowHave your friends collect your records and then change your numberI guess that I don't need that thoughNow you're just somebody that I used to knowNow you're just somebody that I used to knowNow you're just somebody that I used to knowNow and then I think of all the times you screwed me overBut had me believing it was always something that I'd doneBut I don't wanna live that wayReading into every word you sayYou said that you could let it goAnd I wouldn't catch you hung up on somebody that you used to knowBut you didn't have to cut me offMake out like it never happened and that we were nothing (Ahhh)And I don't even need your love (Oooh)But you treat me like a stranger, and that feels so rough (Ahhh)No, you didn't have to stoop so low (Oooh)Have your friends collect your records and then change your number (Ahhh)I guess that I don't need that though (Oooh)Now you're just somebody that I used to knowSomebody (I used to know)Somebody (Now you're just somebody that I used to know)Somebody (I used to know)Somebody (Now you're just somebody that I used to know)(I used to know)(That I used to know)(I used to know)Somebody",https://www.genius.com/Gotye-Somebody-That-I-Used-To-Know-lyrics
46,50,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,,50,12,https://www.billboard.com/charts/hot-100/2013-01-05,"I saw you standing in the middle of the thunder and lightningI know you're feeling like you just can't win, but you're tryingIt's hard to keep on keeping on when you're being pushed aroundDon't even know which way is upYou just keep spinnin' down, 'round downEvery storm runs, runs out of rainJust like every dark night turns into dayEvery heartache will fade awayJust like every storm runs, runs out of rainSo hold your head up and tell yourselfThat there's something moreAnd walk out that doorGo find a new roseDon't be afraid of the thorns'Cause we all have thornsJust put your feet up to the edgePut your face in the windAnd when you fall back downKeep on rememberin'Every storm runs, runs out of rainJust like every dark night turns into dayEvery heartache will fade awayJust like every storm runs, runs out of rainIt's gonna run out of painIt's gonna run out of stingIt's gonna leave you aloneIt's gonna set you free, set you freeEvery storm runs, runs out of rainJust like every dark night turns into dayEvery heartache will fade awayJust like every storm runs, runs out of rainIt's gonna set you freeIt's gonna run out of painIt's gonna set you free",https://www.genius.com/Gary-Allan-Every-Storm-Runs-Out-Of-Rain-lyrics
47,51,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,,48,11,https://www.billboard.com/charts/hot-100/2013-01-05,"I could tell that it was overWhen her lips met mineThere was an emptiness in her voiceHesitation when she smiledShe didn't have to say a wordIt was just so plain to seeShe'd found what she'd been looking forAnd I knew it wasn't meI saw goodbye in her eyesI don't think I can change itThere's no way to disguiseWe will never make itSometimes I feel like a clownCan't wash off his makeupThe life she wanted, it was gonePrince Charming I wasn'tBut I would trade a thousand BabylonsTo be in her arms tomorrowOh, but like the tide, her love has come and goneAnd it's time for me to goI saw goodbye in her eyesI don't think I can change itThere's no way to disguiseWe will never make it (now she sees right through me)Should I hold on to what we have got?Is it just a waste of time?One thing that I know for sureI saw goodbye in her eyesI saw goodbye in her eyesI know you got somebody new nowAll my candles have burned outHe is going to love the way you shine (so did I)So did ISo don't smile at me if it ain't what you mean(Goodbye) With that goodbye in your eyesI know that I can't change it (now you see right through me)There's no way to disguiseWe will never make itI saw goodbye in your eyesI know that I can't change it (now you see right through me goodbye in your eyes)Should I hold on?We will never make it (now you see right through me goodbye in your eyes)Should I hold on?Is it just a waste of time?One thing that I know for sureI saw goodbye in your eyesI saw goodbye in your eyesI know that it's over",https://www.genius.com/Zac-Brown-Band-Goodbye-In-Her-Eyes-lyrics
48,52,2013-01-05,Radioactive,Imagine Dragons,,52,17,https://www.billboard.com/charts/hot-100/2013-01-05,"Whoah-ohWhoah-ohWhoah-ohWhoahI'm waking up to ash and dustI wipe my brow and I sweat my rustI'm breathing in the chemicalsYeah, ahI'm breaking in, shaping upThen checking out on the prison busThis is it, the apocalypseWhoaI'm waking up, I feel it in my bonesEnough to make my system blowWelcome to the new age, to the new ageWelcome to the new age, to the new ageWhoa-oh, whoaI'm radioactive, radioactiveWhoa-oh, whoaI'm radioactive, radioactiveI raise my flags, dye my clothesIt's a revolution, I supposeWe're painted red to fit right inWhoaI'm breaking in, shaping upThen checking out on the prison busThis is it, the apocalypseWhoaI'm waking up, I feel it in my bonesEnough to make my system blowWelcome to the new age, to the new ageWelcome to the new age, to the new age Whoa-oh, whoaI'm radioactive, radioactiveWhoa-oh, whoaI'm radioactive, radioactiveAll systems go, the sun hasn't diedDeep in my bones, straight from insideI'm waking up, I feel it in my bonesEnough to make my system blowWelcome to the new age, to the new ageWelcome to the new age, to the new ageWhoa-oh, whoaI'm radioactive, radioactiveWhoa-oh, whoaI'm radioactive, radioactive",https://www.genius.com/Imagine-Dragons-Radioactive-lyrics
49,53,2013-01-05,Feel Again,OneRepublic,,36,17,https://www.billboard.com/charts/hot-100/2013-01-05,"It's been a long time coming since I've seen your faceI've been everywhere and back trying to replaceEverything that I had 'til my feet went numbPrayin' like a fool that's been on the runHeart's still beating, but it's not workingIt's like a million-dollar phone that you just can't ringI reached out trying to love, but I feel nothingYeah, my heart is numbBut with you I feel againYeah, with you I can feel againYeahOoh-ooh-ooh-ooh-oohOoh-ooh-ooh-ooh-oohOoh-ooh-ooh-ooh-oohOoh-ooh-ooh-ooh-ooh (I can feel again)I'm feeling better ever since you know meI was a lonely soul, but that's the old meA long time coming since I've seen your faceI've been everywhere and back trying to replaceEverything that I broke 'til my feet went numbPraying like a fool who just shot off a gunHeart still beating, but it's not workingIt's like a hundred thousand voices that just can't singI reached out trying to love, but I feel nothingOh, my heart is numbBut with you I feel againYeah, with you I can feel againBut with you (I'm feeling better ever since you know me)I feel again (I was a lonely soul, but that's the old me)Yeah, with you (I'm feeling better ever since you know me)I can feel again (I was a lonely soul)Whoo!Ooh-ooh-ooh-ooh-oohOoh-ooh-ooh-ooh-oohOoh-ooh-ooh-ooh-oohOoh-ooh-ooh-ooh-ooh I'm feeling better ever since you know meI was a lonely soul, but that's the old meI'm feeling better ever since you know meI was a lonely soul, but that's the old meI'm feeling better ever since you know meI was a lonely soul, but that's the old meI'm feeling better ever since you know meI was a lonely soul, but that's the old meA little wiser now from what you've shown meI feel again, feel again",https://www.genius.com/OneRepublic-Feel-Again-lyrics
50,54,2013-01-05,Til My Last Day,Justin Moore,,51,15,https://www.billboard.com/charts/hot-100/2013-01-05,"People say I'm just a rough boyI ain't no good for you girlIt's a dead end street, trying to love meYeah, I'll wreck your worldI can see why they're all talkingLooking back at my pastI've got a bad name but a man can changeI'm living proof of thatTill my last day, till my last breathOf everyone that can, I can love you the bestTill my last day, I'll be loving youAll the way up till they lay me downSix feet under the cold hard groundTill my last day, I'll be loving youBaby I might meet all my friendsShoot the bull, have a beer or twoBut you know I'll be the first one to leaveIn a hurry to get to youSomewhere deep inside your angel eyesI found a place to restDon't ever doubt that I'll be aroundAnd baby don't you ever forgetTill my last day, till my last breathOf everyone that can, I can love you the bestTill my last day, I'll be loving youAll the way up till they lay me downSix feet under the cold hard groundTill my last day, I'll be loving youDarling yes I willTill my last day, till my last breathOf everyone that can, I can love you the bestTill my last day, I'll be loving youAll the way up till they lay me downSix feet under the cold hard groundTill my last day, I'll be loving youOh babe, till my last day",https://www.genius.com/Justin-Moore-Til-My-Last-Day-lyrics
51,55,2013-01-05,How Country Feels,Randy Houser,,55,12,https://www.billboard.com/charts/hot-100/2013-01-05,"You were raised on an asphalt farmAin't never heard a rooster crowNever walked barefoot by a riverFelt the mud up between your toesYou never rolled in the hayYou never thrown it in four wheelClimb up on in here girlLet me show you how country feelsLet your hair down, hair downGet you some of this laid on backKick your shoes off, kick 'em offGet you some of this slow down fastI'll take you up and down these hollers and hillsLet me show you how country feelsNever watched the sun go downFrom the bed of a pickup truckEver been so into somebodyYou're still lying there when it comes back upGirl what do you say?Cut a path through that cornfieldPark down by the waterLet me show you how country feelsLet your hair down, hair downGet you some of this laid on backKick your shoes off, kick 'em offGet you some of this slow down fastI'll take you up and down these hollers and hillsLet me show you how country feelsLet your hair downGet you some of this laid on backKick your shoes offLet your hair down, hair downGet you some of this laid on backKick your shoes off, kick 'em offGet you some of this slow down fastI'll take you up and down these hollers and hillsLet me show you howCountry feels Country feels",https://www.genius.com/Randy-Houser-How-Country-Feels-lyrics
52,56,2013-01-05,Beer Money,Kip Moore,,51,14,https://www.billboard.com/charts/hot-100/2013-01-05,"When the lights go downAnd you're stuck here in this townWith nowhere to goSo you escape through the radioAnd you worked all weekTo barely make ends meetWell, I gotta a little cash burning holes in my pocketFoot on the gas, taking off like a rocketSo come on, come on, baby, I'm buyingI got enough to last us all night andYou got the kiss that tastes like honeyAnd I got a little beer moneyTonight, tonight, baby, we're drinkingLet's wake the town that never stops sleepingYou got the kiss that tastes like honeyAnd I got a little beer moneyWe can dance in the darkBlow the speakers out of this carLight it up, burn it downUntil the morning rolls aroundIn a field where we can screamGet away with almost anythingYeah, every now and then you gotta raise a little hellHope we get lucky and stay out of jailSo come on, come on, baby, I'm buyingI got enough to last us all night andYou got the kiss that tastes like honeyAnd I got a little beer moneyTonight, tonight, baby, we're drinkingLet's wake the town that never stops sleepingYou got the kiss that tastes like honeyAnd I got a little beer moneySo come on, come on, baby, I'm buyingI got enough to last us all night andYou got the kiss that tastes like honeyAnd I got a little beer moneyTonight, tonight, baby, we're drinkingLet's wake the town that never stops sleepingYou got the kiss that tastes like honeyAnd I got a little beer money So come on, come onYeah, come on, come on",https://www.genius.com/Kip-Moore-Beer-Money-lyrics
53,58,2013-01-05,Wicked Games,The Weeknd,,58,8,https://www.billboard.com/charts/hot-100/2013-01-05,"Woah, woah, ehhI left my girl back homeI don't love her no moreAnd she'll never fucking know thatThese fucking eyes that I'm staring atLet me see that assLook at all this cashAnd I emptied out my cards tooNow I'm fucking leaning on thatBring your love, baby, I could bring my shameBring the drugs, baby, I could bring my painI got my heart right hereI got my scars right hereBring the cups, baby, I could bring the drankBring your body, baby, I could bring you fameAnd that's my motherfucking words tooJust let me motherfucking love youListen, ma, I'll give you all I gotGet me off of this, I need confidence in myself (Yeah, yeah, yeah, ohh, yeah)Ohh, listen, ma, I'll give you all of meGive me all of it, I need all of it to myself (Woah, woah)So tell me you love me(Only for tonight, only for the night)Even though you don't love me (Ohh, ohh)Just tell me you love me(I'll give you what I need, I'll give you all of me)Even though you don't love me (Ohh, ohh) (yeah, yeah) (yeah, yeah)Let me see you danceI love to watch you danceTake you down another levelAnd get you dancing with the DevilTake a shot of thisBut I'm warning youI'm on that shit that you can't smell, babySo, put down your perfumeBring your love, baby, I could bring my shameBring the drugs, baby, I could bring my painOh, I got my heart right hereOh, I got my scars right hereBring the cups, baby, I could bring the drankBring your body, baby, I could bring you fameAnd that's my motherfucking words too, ayySo let me motherfucking love you Listen, ma, I'll give you all I gotGet me off of this (off of this), I need confidence (confidence)  in myself (Ooh, eh, ehh)Listen, ma, I'll give you all of me (Ooh)Give me all of it, I need all of it to myself (I need all of it)So tell me you love me, yeah(Only for tonight, only for the night)Even though you don't love me (Ohh, ohh)Just tell me you love me(I'll give you what I need, I'll give you all of me)Even though you don't love me (Ohh, ohh)Ohh",https://www.genius.com/The-Weeknd-Wicked-Games-lyrics
54,59,2013-01-05,Birthday Song,2 Chainz,['Kanye West'],47,20,https://www.billboard.com/charts/hot-100/2013-01-05,"Yeah birthday, it's your birthdayIf I die, bury me inside the Louis storeHa, uh, uhThey ask me what I do and who I do it for (yeah)And how I come up with this shit up in the studio (yeah)All I want for my birthday is a big booty ho (true)All I want for my birthday is a big booty ho (tell 'em)When I die, bury me inside the Gucci store (tell 'em)When I die, bury me inside the Louis store (true)All I want for my birthday is a big booty ho (yeah)All I want for my birthday is a big booty ho (2 Chainz!)She got a big booty so I call her Big Booty (booty)Skrr, skrr, wrists movin', cookin', gettin' to it (cookin')I'm in the kitchen (I'm in the kitchen) yams everywhere (yams)Just made a juug (just made a juug) I got bands everywhere (bands)You the realest nigga breathin' if I hold my breath (damn)Referee with a whistle, brrrt, hold this tech (baow)Extendo clip (extendo clip) extendo roll (extendo roll)When yo girl leave me, she need a hair salon (damn)Hair-Hair Weave Killer goin' on a trapathon (yeah)See I done had more bombs, than Pakistan (boom)Dope bomb, dro bomb and a pill bomb (bomb)See nigga, I'm ballin', you in will call (true)When I die, bury me inside the jewelry store (2 Chainz)When I die, bury me inside the Truey store (true)True to my religion, two everything, I'm too differentSo when I die, bury me next to two bitches (two bitches)They ask me what I do and who I do it for (yeah)And how I come up with this shit up in the studio (yeah)All I want for my birthday is a big booty ho (true)All I want for my birthday is a big booty ho (tell 'em)When I die, bury me inside the Gucci store (tell 'em)When I die, bury me inside the Louis store (true)All I want for my birthday is a big booty ho (yeah)All I want for my birthday is a big booty hoAh, Yeezy, Yeezy, how you do it, huh?It's my birthday, I deserve to be greedy, huh?She holdin' out, she ain't givin' to the needy, huh?You go downstairs and fall asleep with the TV onY'all been together ten years, you deserve a ménage'Specially if you put that BMW in a garage'Specially if you paid a couple payments on her momma cribWent to her niece's graduation, man, I hate those kids!Last birthday, she got you a new sweaterPut it on, give her a kiss, and tell her ""Do better""She said, ""How 'bout I get you jewelry from the West End?""How 'bout she hit the Westin and get her best friend?Ha, I'm jokin', I'm just serious, I asked her""Don't be actin', like no actress, if we preachin', then we practiceDon't be reachin', don't be touchin' shit, we in Kanye West's Benz!'Cause I will turn you back to a pedestrian, hah!"" They ask me what I do and who I do it for (yeah)And how I come up with this shit up in the studio (yeah)All I want for my birthday is a big booty ho (true)All I want for my birthday is a big booty ho (tell 'em)When I die, bury me inside the Gucci store (tell 'em)When I die, bury me inside the Louis store (true)All I want for my birthday is a big booty ho (yeah)All I want for my birthday is a big booty hoIt's your birthday (yeah) it's your birthday (uh)Bad bitch contest, you in first placeYou in first place, you in first placeBad bitch contest, you in first placeI show up with a check to your workplaceThen hand the valet the keys to the MercesTell the DJ play your song, this shit come onWhat I'm seeing from the back I can't front onThey ask me what I do and who I do it forWhen I die, bury me inside the booty clubGet it, girl, get it, girl, get it, get it, girlI might switch it up and get your girlThey ask me what I do and who I do it for (yeah)And how I come up with this shit up in the studio (yeah)All I want for my birthday is a big booty ho (true)All I want for my birthday is a big booty ho (tell 'em)When I die, bury me inside the Gucci store (tell 'em)When I die, bury me inside the Louis store (true)All I want for my birthday is a big booty ho (yeah)All I want for my birthday is a big booty ho Deuce and 'YeWe like Snoop and DreIsn't this your birthday, baby?You deserve a coupe today, whoa!You in first place, you in first placeBad bitch contest, you in first place",https://www.genius.com/2-Chainz-Birthday-Song-lyrics
