,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
1488,68,2013-04-20,Love And War,Tamar Braxton,,57,11,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Tamar-Braxton-Love-And-War-lyrics
1489,69,2013-04-20,Beat This Summer,Brad Paisley,,69,4,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Brad-Paisley-Beat-This-Summer-lyrics
1490,70,2013-04-20,Two Black Cadillacs,Carrie Underwood,,41,17,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Carrie-Underwood-Two-Black-Cadillacs-lyrics
1491,71,2013-04-20,I Can Take It From There,Chris Young,,70,9,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Chris-Young-I-Can-Take-It-From-There-lyrics
1492,72,2013-04-20,Battle Scars,Lupe Fiasco,['Guy Sebastian'],71,15,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Lupe-Fiasco-Battle-Scars-lyrics
1493,73,2013-04-20,We Still In This B****,B.o.B,"['T.I.', 'Juicy J']",73,8,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/BoB-We-Still-In-This-B-lyrics
1494,74,2013-04-20,Levitate,Hadouken!,,69,6,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Hadouken-Levitate-lyrics
1495,75,2013-04-20,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,75,7,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Kendrick-Lamar-Bitch-Dont-Kill-My-Vibe-lyrics
1496,76,2013-04-20,If I Lose Myself,OneRepublic,,74,3,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/OneRepublic-If-I-Lose-Myself-lyrics
1497,77,2013-04-20,Clarity,Zedd,['Foxes'],77,3,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Zedd-Clarity-lyrics
1498,78,2013-04-20,Kiss You,One Direction,,46,15,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/One-Direction-Kiss-You-lyrics
1499,79,2013-04-20,Kisses Down Low,Kelly Rowland,,72,5,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Kelly-Rowland-Kisses-Down-Low-lyrics
1500,80,2013-04-20,All Around The World,Justin Bieber,['Ludacris'],22,6,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Justin-Bieber-All-Around-The-World-lyrics
1501,81,2013-04-20,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,64,15,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Anna-Kendrick-Cups-Pitch-Perfects-When-Im-Gone-lyrics
1502,82,2013-04-20,Karate Chop (Remix),Future,['Lil Wayne'],82,5,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Future-Karate-Chop-Remix-lyrics
1503,83,2013-04-20,High School,Nicki Minaj,['Lil Wayne'],83,1,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Nicki-Minaj-High-School-lyrics
1504,84,2013-04-20,More Than Miles,Brantley Gilbert,,84,6,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Brantley-Gilbert-More-Than-Miles-lyrics
1505,85,2013-04-20,One Of Those Nights,Tim McGraw,,32,19,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Tim-McGraw-One-Of-Those-Nights-lyrics
1506,86,2013-04-20,Neva End,Future,,52,18,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Future-Neva-End-lyrics
1507,87,2013-04-20,Anywhere With You,Jake Owen,,87,3,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Jake-Owen-Anywhere-With-You-lyrics
1508,88,2013-04-20,Hey Pretty Girl,Kip Moore,,88,3,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Kip-Moore-Hey-Pretty-Girl-lyrics
1509,89,2013-04-20,Wild For The Night,A$AP Rocky,['Skrillex'],82,4,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/A-AP-Rocky-Wild-For-The-Night-lyrics
1510,90,2013-04-20,Show Out,Juicy J,"['Big Sean', 'Young Jeezy']",75,5,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Juicy-J-Show-Out-lyrics
1511,91,2013-04-20,Molly,Tyga,"['Cedric Gervais', 'Wiz Khalifa', 'Mally Mall']",66,3,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Tyga-Molly-lyrics
1512,92,2013-04-20,Changed,Rascal Flatts,,73,7,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Rascal-Flatts-Changed-lyrics
1513,93,2013-04-20,C'mon,Ke$ha,,27,16,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Ke-ha-Cmon-lyrics
1514,94,2013-04-20,Whiskey,Jana Kramer,,94,2,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Jana-Kramer-Whiskey-lyrics
1515,95,2013-04-20,Lego House,Ed Sheeran,,95,2,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Ed-Sheeran-Lego-House-lyrics
1516,96,2013-04-20,Wop,J. Dash,,52,3,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/J-Dash-Wop-lyrics
1517,97,2013-04-20,Freaks,French Montana,['Nicki Minaj'],77,4,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/French-Montana-Freaks-lyrics
1518,98,2013-04-20,Wings,Little Mix,,98,1,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Little-Mix-Wings-lyrics
1519,99,2013-04-20,One Way Or Another (Teenage Kicks),One Direction,,13,8,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/One-Direction-One-Way-Or-Another-Teenage-Kicks-lyrics
1520,100,2013-04-20,Same Love,Macklemore,"['Ryan Lewis', 'Mary Lambert']",89,4,https://www.billboard.com/charts/hot-100/2013-04-20,,https://www.genius.com/Macklemore-Same-Love-lyrics
1521,1,2013-04-27,Just Give Me A Reason,P!nk,['Nate Ruess'],1,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/P-nk-Just-Give-Me-A-Reason-lyrics
1522,2,2013-04-27,Thrift Shop,Macklemore,"['Ryan Lewis', 'Wanz']",1,28,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Macklemore-Thrift-Shop-lyrics
1523,3,2013-04-27,When I Was Your Man,Bruno Mars,,1,17,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Bruno-Mars-When-I-Was-Your-Man-lyrics
1524,4,2013-04-27,Stay,Rihanna,['Mikky Ekko'],3,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Rihanna-Stay-lyrics
1525,5,2013-04-27,Can't Hold Us,Macklemore,"['Ryan Lewis', 'Ray Dalton']",5,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Macklemore-Cant-Hold-Us-lyrics
1526,6,2013-04-27,Suit & Tie,Justin Timberlake,['JAY Z'],3,14,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Justin-Timberlake-Suit-Tie-lyrics
1527,7,2013-04-27,Mirrors,Justin Timberlake,,7,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Justin-Timberlake-Mirrors-lyrics
1528,8,2013-04-27,Feel This Moment,Pitbull,['Christina Aguilera'],8,12,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Pitbull-Feel-This-Moment-lyrics
1529,9,2013-04-27,Started From The Bottom,Drake,,6,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Drake-Started-From-The-Bottom-lyrics
1530,10,2013-04-27,Heart Attack,Demi Lovato,,10,7,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Demi-Lovato-Heart-Attack-lyrics
1531,11,2013-04-27,Cruise,Florida Georgia Line,['Nelly'],8,28,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Florida-Georgia-Line-Cruise-lyrics
1532,12,2013-04-27,Gentleman,PSY,,12,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/PSY-Gentleman-lyrics
1533,13,2013-04-27,Harlem Shake,Baauer,,1,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Baauer-Harlem-Shake-lyrics
1534,14,2013-04-27,Radioactive,Imagine Dragons,,7,33,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Imagine-Dragons-Radioactive-lyrics
1535,15,2013-04-27,Love Me,Lil Wayne,"['Drake', 'Future']",9,13,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Lil-Wayne-Love-Me-lyrics
1536,16,2013-04-27,I Love It,Icona Pop,['Charli XCX'],16,11,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Icona-Pop-I-Love-It-lyrics
1537,17,2013-04-27,Daylight,Maroon 5,,7,19,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Maroon-5-Daylight-lyrics
1538,18,2013-04-27,Crash My Party,Luke Bryan,,18,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Luke-Bryan-Crash-My-Party-lyrics
1539,19,2013-04-27,I Knew You Were Trouble.,Taylor Swift,,2,26,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Taylor-Swift-I-Knew-You-Were-Trouble-lyrics
1540,20,2013-04-27,Mama's Broken Heart,Miranda Lambert,,20,12,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Miranda-Lambert-Mamas-Broken-Heart-lyrics
1541,21,2013-04-27,Wagon Wheel,Darius Rucker,,21,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Darius-Rucker-Wagon-Wheel-lyrics
1542,22,2013-04-27,Ho Hey,The Lumineers,,3,45,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/The-Lumineers-Ho-Hey-lyrics
1543,23,2013-04-27,Carry On,fun.,,20,15,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/fun-Carry-On-lyrics
1544,24,2013-04-27,Locked Out Of Heaven,Bruno Mars,,1,28,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Bruno-Mars-Locked-Out-Of-Heaven-lyrics
1545,25,2013-04-27,Highway Don't Care,Tim McGraw With Taylor Swift,,25,7,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Tim-McGraw-With-Taylor-Swift-Highway-Dont-Care-lyrics
1546,26,2013-04-27,Power Trip,J. Cole,['Miguel'],26,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/J-Cole-Power-Trip-lyrics
1547,27,2013-04-27,Sweet Nothing,Calvin Harris,['Florence Welch'],10,23,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Calvin-Harris-Sweet-Nothing-lyrics
1548,28,2013-04-27,Scream & Shout,will.i.am,['Britney Spears'],3,20,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/william-Scream-Shout-lyrics
1549,29,2013-04-27,Downtown,Lady Antebellum,,29,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Lady-Antebellum-Downtown-lyrics
1550,30,2013-04-27,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,26,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Fall-Out-Boy-My-Songs-Know-What-You-Did-In-The-Dark-Light-Em-Up-lyrics
1551,31,2013-04-27,Bad,Wale,['Tiara Thomas Or Rihanna'],31,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Wale-Bad-lyrics
1552,32,2013-04-27,22,Taylor Swift,,26,7,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Taylor-Swift-22-lyrics
1553,33,2013-04-27,I Will Wait,Mumford,['Sons'],12,36,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Mumford-I-Will-Wait-lyrics
1554,34,2013-04-27,F**kin Problems,A$AP Rocky,"['Drake', '2 Chainz', 'Kendrick Lamar']",8,24,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/A-AP-Rocky-Fkin-Problems-lyrics
1555,35,2013-04-27,Don't You Worry Child,Swedish House Mafia,['John Martin'],6,30,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Swedish-House-Mafia-Dont-You-Worry-Child-lyrics
1556,36,2013-04-27,Sure Be Cool If You Did,Blake Shelton,,24,14,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Blake-Shelton-Sure-Be-Cool-If-You-Did-lyrics
1557,37,2013-04-27,The Way,Ariana Grande,['Mac Miller'],10,3,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Ariana-Grande-The-Way-lyrics
1558,38,2013-04-27,Pour It Up,Rihanna,,19,15,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Rihanna-Pour-It-Up-lyrics
1559,39,2013-04-27,Troublemaker,Olly Murs,['Flo Rida'],29,13,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Olly-Murs-Troublemaker-lyrics
1560,40,2013-04-27,Boys 'round Here,Blake Shelton,"['Pistol Annies', 'Friends']",40,3,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Blake-Shelton-Boys-round-Here-lyrics
1561,41,2013-04-27,Get Your Shine On,Florida Georgia Line,,39,12,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Florida-Georgia-Line-Get-Your-Shine-On-lyrics
1562,42,2013-04-27,Alive,Krewella,,40,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Krewella-Alive-lyrics
1563,43,2013-04-27,I Want Crazy,Hunter Hayes,,43,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Hunter-Hayes-I-Want-Crazy-lyrics
1564,44,2013-04-27,Bugatti,Ace Hood,"['Future', 'Rick Ross']",35,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Ace-Hood-Bugatti-lyrics
1565,45,2013-04-27,Come & Get It,Selena Gomez,,45,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Selena-Gomez-Come-Get-It-lyrics
1566,46,2013-04-27,DONE.,The Band Perry,,46,5,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/The-Band-Perry-DONE-lyrics
1567,47,2013-04-27,It's Time,Imagine Dragons,,15,45,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Imagine-Dragons-Its-Time-lyrics
1568,48,2013-04-27,Sail,AWOLNATION,,30,32,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/AWOLNATION-Sail-lyrics
1569,49,2013-04-27,Little Talks,Of Monsters And Men,,20,47,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Of-Monsters-And-Men-Little-Talks-lyrics
1570,50,2013-04-27,If I Didn't Have You,Thompson Square,,50,15,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Thompson-Square-If-I-Didnt-Have-You-lyrics
1571,51,2013-04-27,I Hit It First,Ray J,['Bobby Brackins'],51,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Ray-J-I-Hit-It-First-lyrics
1572,52,2013-04-27,Here's To Never Growing Up,Avril Lavigne,,52,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Avril-Lavigne-Heres-To-Never-Growing-Up-lyrics
1573,53,2013-04-27,1994,Jason Aldean,,53,5,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Jason-Aldean-1994-lyrics
1574,54,2013-04-27,Fine China,Chris Brown,,52,2,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Chris-Brown-Fine-China-lyrics
1575,55,2013-04-27,Pirate Flag,Kenny Chesney,,53,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Kenny-Chesney-Pirate-Flag-lyrics
1576,56,2013-04-27,Give It All We Got Tonight,George Strait,,56,15,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/George-Strait-Give-It-All-We-Got-Tonight-lyrics
1577,57,2013-04-27,Next To Me,Emeli Sande,,56,8,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Emeli-Sande-Next-To-Me-lyrics
1578,58,2013-04-27,I Drive Your Truck,Lee Brice,,47,15,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Lee-Brice-I-Drive-Your-Truck-lyrics
1579,59,2013-04-27,Like Jesus Does,Eric Church,,59,8,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Eric-Church-Like-Jesus-Does-lyrics
1580,60,2013-04-27,#thatPOWER,will.i.am,['Justin Bieber'],42,4,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/william-thatPOWER-lyrics
1581,61,2013-04-27,Rich As F**k,Lil Wayne,['2 Chainz'],57,4,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Lil-Wayne-Rich-As-Fk-lyrics
1582,62,2013-04-27,"Gone, Gone, Gone",Phillip Phillips,,59,6,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Phillip-Phillips-Gone-Gone-Gone-lyrics
1583,63,2013-04-27,I Can Take It From There,Chris Young,,63,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Chris-Young-I-Can-Take-It-From-There-lyrics
1584,64,2013-04-27,Loveeeeeee Song,Rihanna,['Future'],55,11,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Rihanna-Loveeeeeee-Song-lyrics
1585,65,2013-04-27,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,65,8,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Kendrick-Lamar-Bitch-Dont-Kill-My-Vibe-lyrics
1586,66,2013-04-27,R.I.P.,Young Jeezy,['2 Chainz'],58,10,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Young-Jeezy-RIP-lyrics
1587,67,2013-04-27,Beat This Summer,Brad Paisley,,67,5,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Brad-Paisley-Beat-This-Summer-lyrics
1588,68,2013-04-27,High School,Nicki Minaj,['Lil Wayne'],68,2,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Nicki-Minaj-High-School-lyrics
1589,69,2013-04-27,Two Black Cadillacs,Carrie Underwood,,41,18,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Carrie-Underwood-Two-Black-Cadillacs-lyrics
1590,70,2013-04-27,Love And War,Tamar Braxton,,57,12,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Tamar-Braxton-Love-And-War-lyrics
1591,71,2013-04-27,Battle Scars,Lupe Fiasco,['Guy Sebastian'],71,16,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Lupe-Fiasco-Battle-Scars-lyrics
1592,72,2013-04-27,We Still In This B****,B.o.B,"['T.I.', 'Juicy J']",72,9,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/BoB-We-Still-In-This-B-lyrics
1593,73,2013-04-27,Clarity,Zedd,['Foxes'],73,4,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Zedd-Clarity-lyrics
1594,74,2013-04-27,All Around The World,Justin Bieber,['Ludacris'],22,7,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Justin-Bieber-All-Around-The-World-lyrics
1595,75,2013-04-27,All Gold Everything,Trinidad James,,36,18,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Trinidad-James-All-Gold-Everything-lyrics
1596,76,2013-04-27,Levitate,Hadouken!,,69,7,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Hadouken-Levitate-lyrics
1597,77,2013-04-27,Accidental Racist,Brad Paisley,['LL Cool J'],77,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Brad-Paisley-Accidental-Racist-lyrics
1598,78,2013-04-27,Anywhere With You,Jake Owen,,78,4,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Jake-Owen-Anywhere-With-You-lyrics
1599,79,2013-04-27,More Than Miles,Brantley Gilbert,,79,7,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Brantley-Gilbert-More-Than-Miles-lyrics
1600,80,2013-04-27,Kisses Down Low,Kelly Rowland,,72,6,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Kelly-Rowland-Kisses-Down-Low-lyrics
1601,81,2013-04-27,If I Lose Myself,OneRepublic,,74,4,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/OneRepublic-If-I-Lose-Myself-lyrics
1602,82,2013-04-27,Karate Chop (Remix),Future,['Lil Wayne'],82,6,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Future-Karate-Chop-Remix-lyrics
1603,83,2013-04-27,Still Into You,Paramore,,83,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Paramore-Still-Into-You-lyrics
1604,84,2013-04-27,Hey Pretty Girl,Kip Moore,,84,4,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Kip-Moore-Hey-Pretty-Girl-lyrics
1605,85,2013-04-27,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,64,16,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Anna-Kendrick-Cups-Pitch-Perfects-When-Im-Gone-lyrics
1606,86,2013-04-27,Molly,Tyga,"['Cedric Gervais', 'Wiz Khalifa', 'Mally Mall']",66,4,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Tyga-Molly-lyrics
1607,87,2013-04-27,Don't Rush,Kelly Clarkson,['Vince Gill'],87,3,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Kelly-Clarkson-Dont-Rush-lyrics
1608,88,2013-04-27,Neva End,Future,,52,19,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Future-Neva-End-lyrics
1609,89,2013-04-27,Lego House,Ed Sheeran,,89,3,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Ed-Sheeran-Lego-House-lyrics
1610,90,2013-04-27,One Of Those Nights,Tim McGraw,,32,20,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Tim-McGraw-One-Of-Those-Nights-lyrics
1611,91,2013-04-27,Wings,Little Mix,,91,2,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Little-Mix-Wings-lyrics
1612,92,2013-04-27,Just Keep Breathing,WE the Kings,,92,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/WE-the-Kings-Just-Keep-Breathing-lyrics
1613,93,2013-04-27,Wild For The Night,A$AP Rocky,['Skrillex'],82,5,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/A-AP-Rocky-Wild-For-The-Night-lyrics
1614,94,2013-04-27,See You Tonight,Scotty McCreery,,94,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Scotty-McCreery-See-You-Tonight-lyrics
1615,95,2013-04-27,Show Out,Juicy J,"['Big Sean', 'Young Jeezy']",75,6,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Juicy-J-Show-Out-lyrics
1616,96,2013-04-27,Changed,Rascal Flatts,,73,8,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Rascal-Flatts-Changed-lyrics
1617,97,2013-04-27,Ready,Fabolous,['Chris Brown'],97,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Fabolous-Ready-lyrics
1618,98,2013-04-27,Kiss You,One Direction,,46,16,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/One-Direction-Kiss-You-lyrics
1619,99,2013-04-27,U.O.E.N.O.,Rocko,"['Future', 'Rick Ross']",99,1,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Rocko-UOENO-lyrics
1620,100,2013-04-27,Same Love,Macklemore,"['Ryan Lewis', 'Mary Lambert']",89,5,https://www.billboard.com/charts/hot-100/2013-04-27,,https://www.genius.com/Macklemore-Same-Love-lyrics
1621,1,2013-05-04,Just Give Me A Reason,P!nk,['Nate Ruess'],1,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/P-nk-Just-Give-Me-A-Reason-lyrics
1622,2,2013-05-04,Can't Hold Us,Macklemore,"['Ryan Lewis', 'Ray Dalton']",2,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Macklemore-Cant-Hold-Us-lyrics
1623,3,2013-05-04,Thrift Shop,Macklemore,"['Ryan Lewis', 'Wanz']",1,29,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Macklemore-Thrift-Shop-lyrics
1624,4,2013-05-04,When I Was Your Man,Bruno Mars,,1,18,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Bruno-Mars-When-I-Was-Your-Man-lyrics
1625,5,2013-05-04,Gentleman,PSY,,5,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/PSY-Gentleman-lyrics
1626,6,2013-05-04,Stay,Rihanna,['Mikky Ekko'],3,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Rihanna-Stay-lyrics
1627,7,2013-05-04,Mirrors,Justin Timberlake,,7,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Justin-Timberlake-Mirrors-lyrics
1628,8,2013-05-04,Suit & Tie,Justin Timberlake,['JAY Z'],3,15,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Justin-Timberlake-Suit-Tie-lyrics
1629,9,2013-05-04,Feel This Moment,Pitbull,['Christina Aguilera'],8,13,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Pitbull-Feel-This-Moment-lyrics
1630,10,2013-05-04,Started From The Bottom,Drake,,6,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Drake-Started-From-The-Bottom-lyrics
1631,11,2013-05-04,Heart Attack,Demi Lovato,,10,8,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Demi-Lovato-Heart-Attack-lyrics
1632,12,2013-05-04,Radioactive,Imagine Dragons,,7,34,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Imagine-Dragons-Radioactive-lyrics
1633,13,2013-05-04,I Love It,Icona Pop,['Charli XCX'],13,12,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Icona-Pop-I-Love-It-lyrics
1634,14,2013-05-04,Cruise,Florida Georgia Line,['Nelly'],8,29,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Florida-Georgia-Line-Cruise-lyrics
1635,15,2013-05-04,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,15,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Fall-Out-Boy-My-Songs-Know-What-You-Did-In-The-Dark-Light-Em-Up-lyrics
