,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
2242,75,2015-06-06,Like A Wrecking Ball,Eric Church,,75,9,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Eric-Church-Like-A-Wrecking-Ball-lyrics
2243,76,2015-06-06,Wet Dreamz,J. Cole,,73,7,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/J-Cole-Wet-Dreamz-lyrics
2244,77,2015-06-06,One Hell Of An Amen,Brantley Gilbert,,77,4,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Brantley-Gilbert-One-Hell-Of-An-Amen-lyrics
2245,78,2015-06-06,The Matrimony,Wale,['Usher'],73,8,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Wale-The-Matrimony-lyrics
2246,79,2015-06-06,Know Yourself,Drake,,53,14,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Drake-Know-Yourself-lyrics
2247,80,2015-06-06,I Really Like You,Carly Rae Jepsen,,39,12,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Carly-Rae-Jepsen-I-Really-Like-You-lyrics
2248,81,2015-06-06,Baby Be My Love Song,Easton Corbin,,79,7,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Easton-Corbin-Baby-Be-My-Love-Song-lyrics
2249,82,2015-06-06,Energy,Drake,,26,15,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Drake-Energy-lyrics
2250,83,2015-06-06,Believe,Mumford,['Sons'],31,11,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Mumford-Believe-lyrics
2251,84,2015-06-06,Raise 'Em Up,Keith Urban,['Eric Church'],56,13,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Keith-Urban-Raise-Em-Up-lyrics
2252,85,2015-06-06,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,,75,10,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Tim-McGraw-With-Catherine-Dunn-Diamond-Rings-And-Old-Barstools-lyrics
2253,86,2015-06-06,I Bet,Ciara,,43,13,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Ciara-I-Bet-lyrics
2254,87,2015-06-06,El Perdon (Forgiveness),Nicky Jam,['Enrique Iglesias'],66,9,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Nicky-Jam-El-Perdon-Forgiveness-lyrics
2255,88,2015-06-06,Beautiful Now,Zedd,['Jon Bellion'],88,1,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Zedd-Beautiful-Now-lyrics
2256,89,2015-06-06,How Many Times,DJ Khaled,"['Chris Brown', 'Lil Wayne', 'Big Sean']",74,2,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/DJ-Khaled-How-Many-Times-lyrics
2257,90,2015-06-06,King Kunta,Kendrick Lamar,,58,10,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Kendrick-Lamar-King-Kunta-lyrics
2258,91,2015-06-06,Crash And Burn,Thomas Rhett,,91,2,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Thomas-Rhett-Crash-And-Burn-lyrics
2259,92,2015-06-06,Change My Mind,Meghan Linsey,,92,1,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Meghan-Linsey-Change-My-Mind-lyrics
2260,93,2015-06-06,She Don't Love You,Eric Paslay,,77,12,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Eric-Paslay-She-Dont-Love-You-lyrics
2261,94,2015-06-06,Tonight Looks Good On You,Jason Aldean,,53,5,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Jason-Aldean-Tonight-Looks-Good-On-You-lyrics
2262,95,2015-06-06,Get Low,Dillon Francis,['DJ Snake'],61,8,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Dillon-Francis-Get-Low-lyrics
2263,96,2015-06-06,Crushin' It,Brad Paisley,,96,4,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Brad-Paisley-Crushin-It-lyrics
2264,97,2015-06-06,Stressed Out,twenty one pilots,,87,2,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/twenty-one-pilots-Stressed-Out-lyrics
2265,98,2015-06-06,Renegades,X Ambassadors,,69,6,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/X-Ambassadors-Renegades-lyrics
2266,99,2015-06-06,Games,Luke Bryan,,92,5,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Luke-Bryan-Games-lyrics
2267,100,2015-06-06,I Don't Get Tired (#IDGT),Kevin Gates,['August Alsina'],90,5,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Kevin-Gates-I-Dont-Get-Tired-IDGT-lyrics
2268,1,2015-06-13,See You Again,Wiz Khalifa,['Charlie Puth'],1,12,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Wiz-Khalifa-See-You-Again-lyrics
2269,2,2015-06-13,Bad Blood,Taylor Swift,['Kendrick Lamar'],1,5,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Taylor-Swift-Bad-Blood-lyrics
2270,3,2015-06-13,Trap Queen,Fetty Wap,,2,19,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Fetty-Wap-Trap-Queen-lyrics
2271,4,2015-06-13,Shut Up And Dance,WALK THE MOON,,4,29,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/WALK-THE-MOON-Shut-Up-And-Dance-lyrics
2272,5,2015-06-13,Uptown Funk!,Mark Ronson,['Bruno Mars'],1,29,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Mark-Ronson-Uptown-Funk-lyrics
2273,6,2015-06-13,Earned It (Fifty Shades Of Grey),The Weeknd,,3,23,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/The-Weeknd-Earned-It-Fifty-Shades-Of-Grey-lyrics
2274,7,2015-06-13,Want To Want Me,Jason Derulo,,6,12,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Jason-Derulo-Want-To-Want-Me-lyrics
2275,8,2015-06-13,Hey Mama,David Guetta,"['Nicki Minaj', 'Bebe Rexha', 'Afrojack']",8,10,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/David-Guetta-Hey-Mama-lyrics
2276,9,2015-06-13,Sugar,Maroon 5,,2,20,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Maroon-5-Sugar-lyrics
2277,10,2015-06-13,Nasty Freestyle,T-Wayne,,9,7,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/T-Wayne-Nasty-Freestyle-lyrics
2278,11,2015-06-13,"Honey, I'm Good.",Andy Grammer,,11,14,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Andy-Grammer-Honey-Im-Good-lyrics
2279,12,2015-06-13,Talking Body,Tove Lo,,12,18,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Tove-Lo-Talking-Body-lyrics
2280,13,2015-06-13,Love Me Like You Do,Ellie Goulding,,3,21,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Ellie-Goulding-Love-Me-Like-You-Do-lyrics
2281,14,2015-06-13,Post To Be,Omarion,"['Chris Brown', 'Jhene Aiko']",13,21,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Omarion-Post-To-Be-lyrics
2282,15,2015-06-13,You Know You Like It,DJ Snake,['AlunaGeorge'],15,10,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/DJ-Snake-You-Know-You-Like-It-lyrics
2283,16,2015-06-13,Cheerleader,OMI,,16,6,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/OMI-Cheerleader-lyrics
2284,17,2015-06-13,Where Are U Now,Skrillex,['Diplo With Justin Bieber'],17,13,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Skrillex-Where-Are-U-Now-lyrics
2285,18,2015-06-13,Worth It,Fifth Harmony,['Kid Ink'],17,15,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Fifth-Harmony-Worth-It-lyrics
2286,19,2015-06-13,Watch Me,Silento,,19,14,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Silento-Watch-Me-lyrics
2287,20,2015-06-13,The Hills,The Weeknd,,20,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/The-Weeknd-The-Hills-lyrics
2288,21,2015-06-13,Dear Future Husband,Meghan Trainor,,14,20,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Meghan-Trainor-Dear-Future-Husband-lyrics
2289,22,2015-06-13,Thinking Out Loud,Ed Sheeran,,2,34,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Ed-Sheeran-Thinking-Out-Loud-lyrics
2290,23,2015-06-13,Somebody,Natalie La Rose,['Jeremih'],10,19,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Natalie-La-Rose-Somebody-lyrics
2291,24,2015-06-13,Lean On,Major Lazer,"['DJ Snake', 'MO']",24,8,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Major-Lazer-Lean-On-lyrics
2292,25,2015-06-13,Girl Crush,Little Big Town,,18,15,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Little-Big-Town-Girl-Crush-lyrics
2293,26,2015-06-13,B**** Better Have My Money,Rihanna,,17,10,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Rihanna-B-Better-Have-My-Money-lyrics
2294,27,2015-06-13,Style,Taylor Swift,,6,25,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Taylor-Swift-Style-lyrics
2295,28,2015-06-13,G.D.F.R.,Flo Rida,"['Sage The Gemini', 'Lookas']",8,29,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Flo-Rida-GDFR-lyrics
2296,29,2015-06-13,Slow Motion,Trey Songz,,26,16,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Trey-Songz-Slow-Motion-lyrics
2297,30,2015-06-13,This Summer's Gonna Hurt...,Maroon 5,,30,3,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Maroon-5-This-Summers-Gonna-Hurt-lyrics
2298,31,2015-06-13,Flex (Ooh Ooh Ooh),Rich Homie Quan,,31,6,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Rich-Homie-Quan-Flex-Ooh-Ooh-Ooh-lyrics
2299,32,2015-06-13,Budapest,George Ezra,,32,18,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/George-Ezra-Budapest-lyrics
2300,33,2015-06-13,Chains,Nick Jonas,,13,18,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Nick-Jonas-Chains-lyrics
2301,34,2015-06-13,Elastic Heart,Sia,,17,21,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Sia-Elastic-Heart-lyrics
2302,35,2015-06-13,Blank Space,Taylor Swift,,1,31,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Taylor-Swift-Blank-Space-lyrics
2303,36,2015-06-13,Fight Song,Rachel Platten,,28,7,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Rachel-Platten-Fight-Song-lyrics
2304,37,2015-06-13,Take Your Time,Sam Hunt,,20,22,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Sam-Hunt-Take-Your-Time-lyrics
2305,38,2015-06-13,The Night Is Still Young,Nicki Minaj,,38,4,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Nicki-Minaj-The-Night-Is-Still-Young-lyrics
2306,39,2015-06-13,Shake It Off,Taylor Swift,,1,41,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Taylor-Swift-Shake-It-Off-lyrics
2307,40,2015-06-13,Sangria,Blake Shelton,,40,7,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Blake-Shelton-Sangria-lyrics
2308,41,2015-06-13,Kick The Dust Up,Luke Bryan,,26,2,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Luke-Bryan-Kick-The-Dust-Up-lyrics
2309,42,2015-06-13,Bright,Echosmith,,42,11,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Echosmith-Bright-lyrics
2310,43,2015-06-13,Blessings,Big Sean,['Drake'],28,17,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Big-Sean-Blessings-lyrics
2311,44,2015-06-13,Sippin' On Fire,Florida Georgia Line,,40,12,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Florida-Georgia-Line-Sippin-On-Fire-lyrics
2312,45,2015-06-13,Pretty Girls,Britney Spears,['Iggy Azalea'],29,4,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Britney-Spears-Pretty-Girls-lyrics
2313,46,2015-06-13,One Last Time,Ariana Grande,,13,16,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Ariana-Grande-One-Last-Time-lyrics
2314,47,2015-06-13,Time Of Our Lives,Pitbull,['Ne-Yo'],9,25,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Pitbull-Time-Of-Our-Lives-lyrics
2315,48,2015-06-13,Smoke,A Thousand Horses,,47,14,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/A-Thousand-Horses-Smoke-lyrics
2316,49,2015-06-13,All About That Bass,Meghan Trainor,,1,47,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Meghan-Trainor-All-About-That-Bass-lyrics
2317,50,2015-06-13,Don't It,Billy Currington,,44,13,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Billy-Currington-Dont-It-lyrics
2318,51,2015-06-13,Be Real,Kid Ink,['DeJ Loaf'],51,7,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Kid-Ink-Be-Real-lyrics
2319,52,2015-06-13,Photograph,Ed Sheeran,,52,3,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Ed-Sheeran-Photograph-lyrics
2320,53,2015-06-13,Fun,Pitbull,['Chris Brown'],53,3,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Pitbull-Fun-lyrics
2321,54,2015-06-13,Nasty,Bandit Gang Marco,['Dro'],41,6,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Bandit-Gang-Marco-Nasty-lyrics
2322,55,2015-06-13,Commas,Future,,55,9,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Future-Commas-lyrics
2323,56,2015-06-13,Uma Thurman,Fall Out Boy,,56,8,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Fall-Out-Boy-Uma-Thurman-lyrics
2324,57,2015-06-13,Love Me Like You Mean It,Kelsea Ballerini,,57,9,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Kelsea-Ballerini-Love-Me-Like-You-Mean-It-lyrics
2325,58,2015-06-13,Wild Child,Kenny Chesney With Grace Potter,,58,11,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Kenny-Chesney-With-Grace-Potter-Wild-Child-lyrics
2326,59,2015-06-13,Little Toy Guns,Carrie Underwood,,59,11,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Carrie-Underwood-Little-Toy-Guns-lyrics
2327,60,2015-06-13,Truffle Butter,Nicki Minaj,"['Drake', 'Lil Wayne']",14,19,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Nicki-Minaj-Truffle-Butter-lyrics
2328,61,2015-06-13,Flashlight,Jessie J,,61,2,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Jessie-J-Flashlight-lyrics
2329,62,2015-06-13,L$D,A$AP Rocky,,62,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/A-AP-Rocky-LD-lyrics
2330,63,2015-06-13,Lay Me Down,Sam Smith,,8,17,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Sam-Smith-Lay-Me-Down-lyrics
2331,64,2015-06-13,Love You Like That,Canaan Smith,,64,10,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Canaan-Smith-Love-You-Like-That-lyrics
2332,65,2015-06-13,Baby Be My Love Song,Easton Corbin,,65,8,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Easton-Corbin-Baby-Be-My-Love-Song-lyrics
2333,66,2015-06-13,I Need Your Love,Shaggy,"['Mohombi', 'Faydee', 'Costi']",66,4,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Shaggy-I-Need-Your-Love-lyrics
2334,67,2015-06-13,Homegrown,Zac Brown Band,,35,20,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Zac-Brown-Band-Homegrown-lyrics
2335,68,2015-06-13,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,,68,11,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Tim-McGraw-With-Catherine-Dunn-Diamond-Rings-And-Old-Barstools-lyrics
2336,69,2015-06-13,One Hell Of An Amen,Brantley Gilbert,,69,5,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Brantley-Gilbert-One-Hell-Of-An-Amen-lyrics
2337,70,2015-06-13,Wet Dreamz,J. Cole,,70,8,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/J-Cole-Wet-Dreamz-lyrics
2338,71,2015-06-13,The Matrimony,Wale,['Usher'],71,9,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Wale-The-Matrimony-lyrics
2339,72,2015-06-13,Heartbeat Song,Kelly Clarkson,,21,20,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Kelly-Clarkson-Heartbeat-Song-lyrics
2340,73,2015-06-13,Like A Wrecking Ball,Eric Church,,73,10,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Eric-Church-Like-A-Wrecking-Ball-lyrics
2341,74,2015-06-13,Tonight Looks Good On You,Jason Aldean,,53,6,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Jason-Aldean-Tonight-Looks-Good-On-You-lyrics
2342,75,2015-06-13,FourFiveSeconds,Rihanna,"['Kanye West', 'Paul McCartney']",4,19,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Rihanna-FourFiveSeconds-lyrics
2343,76,2015-06-13,Crash And Burn,Thomas Rhett,,76,3,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Thomas-Rhett-Crash-And-Burn-lyrics
2344,77,2015-06-13,I Really Like You,Carly Rae Jepsen,,39,13,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Carly-Rae-Jepsen-I-Really-Like-You-lyrics
2345,78,2015-06-13,Classic Man,Jidenna,['Roman GianArthur'],74,4,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Jidenna-Classic-Man-lyrics
2346,79,2015-06-13,All Day,Kanye West,"['Theophilus London', 'Allan Kingdom', 'Paul McCartney']",15,13,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Kanye-West-All-Day-lyrics
2347,80,2015-06-13,Electric Body,A$AP Rocky,['ScHoolboy Q'],80,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/A-AP-Rocky-Electric-Body-lyrics
2348,81,2015-06-13,How Many Times,DJ Khaled,"['Chris Brown', 'Lil Wayne', 'Big Sean']",74,3,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/DJ-Khaled-How-Many-Times-lyrics
2349,82,2015-06-13,Know Yourself,Drake,,53,15,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Drake-Know-Yourself-lyrics
2350,83,2015-06-13,Crushin' It,Brad Paisley,,83,5,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Brad-Paisley-Crushin-It-lyrics
2351,84,2015-06-13,El Perdon (Forgiveness),Nicky Jam,['Enrique Iglesias'],66,10,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Nicky-Jam-El-Perdon-Forgiveness-lyrics
2352,85,2015-06-13,I Want You To Know,Zedd,['Selena Gomez'],17,14,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Zedd-I-Want-You-To-Know-lyrics
2353,86,2015-06-13,Energy,Drake,,26,16,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Drake-Energy-lyrics
2354,87,2015-06-13,Believe,Mumford,['Sons'],31,12,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Mumford-Believe-lyrics
2355,88,2015-06-13,I Bet,Ciara,,43,14,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Ciara-I-Bet-lyrics
2356,89,2015-06-13,Stitches,Shawn Mendes,,89,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Shawn-Mendes-Stitches-lyrics
2357,90,2015-06-13,Loving You Easy,Zac Brown Band,,90,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Zac-Brown-Band-Loving-You-Easy-lyrics
2358,91,2015-06-13,Young & Crazy,Frankie Ballard,,91,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Frankie-Ballard-Young-Crazy-lyrics
2359,92,2015-06-13,Buy Me A Boat,Chris Janson,,92,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Chris-Janson-Buy-Me-A-Boat-lyrics
2360,93,2015-06-13,You Changed Me,Jamie Foxx,['Chris Brown'],93,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Jamie-Foxx-You-Changed-Me-lyrics
2361,94,2015-06-13,Kiss You In The Morning,Michael Ray,,94,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Michael-Ray-Kiss-You-In-The-Morning-lyrics
2362,95,2015-06-13,Planez,Jeremih,['J. Cole'],95,1,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Jeremih-Planez-lyrics
2363,96,2015-06-13,I Don't Get Tired (#IDGT),Kevin Gates,['August Alsina'],90,6,https://www.billboard.com/charts/hot-100/2015-06-13,,https://www.genius.com/Kevin-Gates-I-Dont-Get-Tired-IDGT-lyrics
