,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
274,87,2012-01-21,Scary Monsters And Nice Sprites,Skrillex,,69,3,https://www.billboard.com/charts/hot-100/2012-01-21,"​Uoy ekil tsuj ma I rof​Dneirf ym, edih ot deen t'nod uoyUoy ekil tsuj ma I rof​Dneirf ym, edih ot deen t'nod uoyYes, oh my gosh!​Uoy ekil tsuj ma I rof​Dneirf ym, edih ot deen t'nod uoyUoy ekil tsuj ma I rof​Dneirf ym, edih ot deen t'nod uoyYes, oh my gosh!​Uoy ekil tsuj ma I rof​Dneirf ym, edih ot deen t'nod uoyUoy ekil tsuj ma I rof​Dneirf ym, edih ot deen t'nod uoyLook at this, I'm a coward tooYou don't need to hide my friend for I am just like you",https://www.genius.com/Skrillex-Scary-Monsters-And-Nice-Sprites-lyrics
275,88,2012-01-21,We Are Young,fun.,['Janelle Monae'],53,3,https://www.billboard.com/charts/hot-100/2012-01-21,"Give me a second I, I need to get my story straightMy friends are in the bathroomGetting higher than the Empire StateMy lover, she's waiting for me just across the barMy seat's been taken by some sunglasses asking 'bout a scarAnd I know I gave it to you months agoI know you're trying to forget itBut between the drinks and subtle thingsThe holes in my apologiesYou know, I'm trying hard to take it backSo if by the time the bar closesAnd you feel like falling downI'll carry you homeTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunNow I know that I'm notAll that you gotI guess that I, I just thoughtMaybe we could find new ways to fall apartBut our friends are backSo let's raise the glass'Cause I found someone to carry me homeTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunCarry me home tonightJust carry me home tonightCarry me home tonightJust carry me home tonight The moon is on my sideI have no reason to runSo will someone come and carry me home tonight?The angels never arrivedBut I can hear the choirSo will someone come and carry me home?TonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunSo if by the time the bar closesAnd you feel like falling downI'll carry you home tonight",https://www.genius.com/fun-We-Are-Young-lyrics
276,89,2012-01-21,Countdown,Beyonce,,71,12,https://www.billboard.com/charts/hot-100/2012-01-21,"Boy!Oh, killing me softly and I'm still fallingStill the one I need, I will always be with youOh, you got me all gone, don't ever let me goSay it real loud if you flyIf you leave me, you're out of your mindMy baby is a tenWe dressing to the nineHe pick me up, we eightMake me feel so lucky, sevenHe kiss me in his sixWe be making love in fiveStill the one I do this fourI'm trying to make us threeFrom that twoHe still the oneThere's ups and downs in this loveGot a lot to learn in this loveThrough the good and the bad, still got loveDedicated to the one I love, heyStill love the way he talk, still love the way I singStill love the way he rock them black diamonds in that chainStill all up on each other, ain't a damn thing changeMy girls can't tell me nothing, I'm gone in the brainI'm all up under him like it's cold, winter timeAll up in the kitchen in my heels, dinner timeDo whatever that it takes, he got a winner's mindGive it all to him, meet him at the finish lineMe and my boo in my boo coupe ridingAll up in that black with his chick right beside himLadies, if you love your man, show him you the fliestGrind up on it, girl, show him how you ride itMe and my boo in my boo coupe ridingAll up in that black with his chick right beside himLadies, if you love your man, show him you the fliestGrind up on it, girl, show him how you ride itOh, killing me softly and I'm still fallingStill the one I need, I will always be with youOh, you got me all gone, don't ever let me goSay it real loud if you flyIf you leave me, you're out of your mind My baby is a tenWe dressing to the nineHe pick me up, we eightMake me feel so lucky, sevenHe kiss me in his sixWe be making love in fiveStill the one I do this fourI'm trying to make us threeFrom that twoHe still the oneYup, I put it on him, it ain't nothing that I can't doYup, I buy my own, if he deserve it, buy his shit tooAll up in the store, shorty, trickin' if I want toAll up in the store, shorty, fly as we want toOoh, ooh, ooh, oohDamn, I think I love that boy, do anything for that boy (Boy)Ooh, ooh, ooh, oohNow I'll never be the same, you and me until the endMe and my boo in my boo coupe ridingAll up in that black with his chick right beside himLadies, if you love your man, show him you the flyestGrind up on it, girl, show him how you ride it Me and my boo in the coupe lip lockingAll up in the back because the chicks keep flockingAll that gossip in ten years, stop itLondon, speed it up, Houston, rock itOh, killing me softly and I'm still fallingStill the one I need, I will always be with youOh, you got me all gone, don't ever let me goSay it real loud if you flyIf you leave me, you're out of your mindMy baby is a tenWe dressing to the nineHe pick me up, we eightMake me feel so lucky sevenHe kiss me in his sixWe be making love in fiveStill the one I do this fourI'm trying to make us threeFrom that twoHe still the one",https://www.genius.com/Beyonce-Countdown-lyrics
277,90,2012-01-21,Wild Ones,Flo Rida,['Sia'],57,3,https://www.billboard.com/charts/hot-100/2012-01-21,"Hey, I heard you are a wild oneOoh-oohIf I took you home, it'd be a home runShow me how you doI wanna shut down the clubWith youHey, I heard you like the wild ones, wild ones, wild onesOoh-oohOh, I, I like crazy, foolish, stupidParty going wild, fist pumping musicI might lose it, glass to the roofThat's how we do's it, do's it, do's itI don't care tonightShe don't care we likeAlmost there, the right vibeReady to get liveAin't no surpriseTake me so highJump and nose diveSurfing the crowdOoh-oohSaid I gotta be the manI'm the head of my bandMic check, one, two-oohShut 'em down in the club while the playboy doesAnd they all get loose, loose after bottleWe all get bent then again tomorrowGotta break rules 'cause that's the mottoClub shut down: a hundred super modelsHey, I heard you are a wild oneOoh-oohIf I took you home, it'd be a home runShow me how you doI wanna shut down the clubWith youHey, I heard you like the wild ones, wild ones, wild onesOoh-oohP-p-party rocker, fa' sho' stopperMore Chambull, number one club popperGot a hangover like too much vodkaCan't see me with ten binocularsSo coolNo doubt by the end of the nightGot the clothes coming off then I make that moveSomehow, some way, gotta raise the roof, roofAll black shades when the sun come throughUh-oh, it's on like everything goesWild out, baby, 'til the freak, it showsWhat happens to that body, it's a private showStays right here, pri-private showI like 'em untamed, don't tell me high painTolerance, bottoms up when the champagneMy life, call my hanna to be explainDo you busy with the bail, we get insane Hey, I heard you are a wild oneOoh-oohIf I took you home, it'd be a home runShow me how you doI wanna shut down the clubWith youHey, I heard you like the wild ones, wild ones, wild onesOoh-oohI am a wild one, break me in (Yeah)Saddle me up and let's begin (Yeah, yeah)I am a wild one, tame me now (Now, now)Running with wolves, and I'm on the prowlShow you another side of meA side you would never thought you would seeTear up that body, dominate you 'til you've had enoughI hear you like the wild stuffHey, I heard you were a wild oneOoh-ooh (Oh)If I took you home, it'd be a home runShow me how you doI wanna shut down the clubWith youHey, I heard you like the wild ones, wild ones, wild onesOoh-ooh I am a wild one, break me inSaddle me up and let's beginI am a wild one, tame me nowRunning with wolves, and I'm on the prowl",https://www.genius.com/Flo-Rida-Wild-Ones-lyrics
278,91,2012-01-21,Somebody That I Used To Know,Gotye,['Kimbra'],91,1,https://www.billboard.com/charts/hot-100/2012-01-21,"Now and then I think of when we were togetherLike when you said you felt so happy you could dieI told myself that you were right for meBut felt so lonely in your companyBut that was love, and it's an ache I still rememberYou can get addicted to a certain kind of sadnessLike resignation to the end, always the endSo when we found that we could not make senseWell, you said that we would still be friendsBut I'll admit that I was glad it was overBut you didn't have to cut me offMake out like it never happened and that we were nothingAnd I don't even need your loveBut you treat me like a stranger, and that feels so roughNo, you didn't have to stoop so lowHave your friends collect your records and then change your numberI guess that I don't need that thoughNow you're just somebody that I used to knowNow you're just somebody that I used to knowNow you're just somebody that I used to knowNow and then I think of all the times you screwed me overBut had me believing it was always something that I'd doneBut I don't wanna live that wayReading into every word you sayYou said that you could let it goAnd I wouldn't catch you hung up on somebody that you used to knowBut you didn't have to cut me offMake out like it never happened and that we were nothing (Ahhh)And I don't even need your love (Oooh)But you treat me like a stranger, and that feels so rough (Ahhh)No, you didn't have to stoop so low (Oooh)Have your friends collect your records and then change your number (Ahhh)I guess that I don't need that though (Oooh)Now you're just somebody that I used to knowSomebody (I used to know)Somebody (Now you're just somebody that I used to know)Somebody (I used to know)Somebody (Now you're just somebody that I used to know)(I used to know)(That I used to know)(I used to know)Somebody",https://www.genius.com/Gotye-Somebody-That-I-Used-To-Know-lyrics
279,92,2012-01-21,Lights,Ellie Goulding,,85,3,https://www.billboard.com/charts/hot-100/2012-01-21,"I had a way thenLosing it all on my ownI had a heart thenBut the queen has been overthrownAnd I'm not sleeping nowThe dark is too hard to beatAnd I'm not keeping upThe strength I need to push meYou show the lights that stop me turn to stoneYou shine it when I'm aloneAnd so I tell myself that I'll be strongAnd dreaming when they're goneCause they're calling, calling, calling me homeCalling, calling, calling homeYou show the lights that stop me turn to stoneYou shine it when I'm aloneNoises, I play within my headTouch my own skinAnd hope that I'm still breathingAnd I think back to whenMy brother and my sister sleptIn an unlocked placeThe only time I feel safeYou show the lights that stop me turn to stoneYou shine it when I'm aloneAnd so I tell myself that I'll be strongAnd dreaming when they're goneCause they're calling, calling, calling me homeCalling, calling, calling homeYou show the lights that stop me turn to stoneYou shine it when I'm aloneHome, homeHome, homeYou show the lights that stop me turn to stoneYou shine it when I'm aloneAnd so I tell myself that I'll be strongAnd dreaming when they're goneCause they're calling, calling, calling me homeCalling, calling, calling homeYou show the lights that stop me turn to stoneYou shine it when I'm alone Home, homeHome, home",https://www.genius.com/Ellie-Goulding-Lights-lyrics
280,93,2012-01-21,Camouflage,Brad Paisley,,87,6,https://www.billboard.com/charts/hot-100/2012-01-21,"Kevin wasn't really all that popular in schoolBut I remember well the day I thought now that guy's pretty coolHe pulled into the parking lot and everybody cheeredBecause he had gone and painted his entire Chevy Cavalier camouflageCamouflage it disappears when it pulls out of his garageCamouflage-camouflageI asked Jenny to the prom and her mom knew how to sewSo she made a matching tux and gown from Duck Blind Mossy OakWe took pictures in the backyard before we went to the danceAnd the only thing that you can see is our faces and our handsCamouflageCamouflage you should've seen the way it popped with her corsageCamouflage, camouflage, ain't nothing that doesn't go with camouflageYou can blend in in the countryYou can stand out in the fashion worldBe invisible to a white tail, irresistible to a redneck girlCamouflage, camouflageOh you're my favorite color camouflageYou can blend in in the countryYou can stand out in the fashion worldBe invisible to a white tail, irresistible to a redneck girlWell the stars and bars offend some folks and I guess I see whyNowadays there's still a way to show your southern prideThe only thing as patriotic is the old red white and blueIs green and gray and black and brown and tan all over tooCamouflage, camouflageDesigned by Mother Nature and by God It's camouflage, camouflageOh you're my favorite color camouflage",https://www.genius.com/Brad-Paisley-Camouflage-lyrics
281,94,2012-01-21,Where I Come From,Montgomery Gentry,,94,1,https://www.billboard.com/charts/hot-100/2012-01-21,"Don't you dare go runnin' down my little town where I grew upAnd I won't cuss your city lightsIf you ain't ever took a ride around and cruised right through the heart of my townAnything you say would be a lieWe may live our lives a little slowerBut that don't mean I wouldn't be proud to show yaWhere I come fromThere's an old plow boy out turnin' up dirtWhere I come fromThere's a preacher man in a cowboy shirtWhere I come fromWhere a couple of boys fight in the parkin' lotNo, nobody's gonna call the copsWhere I come fromSee that door right there, man, I swear that it ain't never been lockedAnd I guarantee that it never willThat old man right there in the rockin' chair at the courthouse square, I'll tell you nowHe could buy your fancy car with hundred dollar billsDon't let those faded overalls fool yaHe made his millions without one day of schoolin'Where I come fromThere's a pickup truck with the tailgate downWhere I come fromThe pine trees are singin' a song of the southWhere I come fromThat little white church is gonna have a crowdAnd yeah, I'm pretty damn proudOf where I come fromWhere I come fromThere's a big ol' moon shinin' down at nightWhere I come fromThere's a man done wrong, gonna make it right Where I come fromThere's an old plow boy out turnin' up dirtWhere I come fromThere's a preacher man in a cowboy shirtWhere I come fromWhere a couple of boys fight in the parkin' lotNo, ain't nobody gonna call the copsYeah, that river runs across that old flint rockWhere I come fromWhere I come from",https://www.genius.com/Montgomery-Gentry-Where-I-Come-From-lyrics
282,95,2012-01-21,Rumour Has It,Adele,,60,9,https://www.billboard.com/charts/hot-100/2012-01-21,"Ooh, ooh, ooh, oohShe, she ain't realShe ain't gon' be able to love you like I willShe is a strangerYou and I have history, or don't you remember?Sure, she's got it allBut baby, is that really what you want?Bless your soul, you've got your head in the cloudsShe made a fool out of you and, boy, she's bringin' you downShe made your heart melt, but you're cold to the coreNow rumour has it, she ain't got your love anymoreRumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)She is half your ageBut I'm guessin' that's the reason that you strayedI heard you've been missin' meYou've been tellin' people things you shouldn't beLike when we creep out when she ain't aroundHaven't you heard the rumours? (Bless your soul)Bless your soul, you've got your head in the cloudsYou made a fool out of me and, boy, you're bringin' me downYou made my heart melt, yet I'm cold to the coreBut rumour has it, I'm the one you're leaving her forRumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour) All of these words whispered in my earTell a story that I cannot bear to hearJust 'cause I said it, it don't mean that I meant itPeople say crazy thingsJust 'cause I said it, don't mean that I meant itJust 'cause you heard itRumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour, rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has it (Rumour)Rumour has itBut rumour has it, he's the one I'm leaving you for",https://www.genius.com/Adele-Rumour-Has-It-lyrics
283,96,2012-01-21,Mirror,Lil Wayne,['Bruno Mars'],16,6,https://www.billboard.com/charts/hot-100/2012-01-21,"Uh, with everything happening todayYou don't know whether you're coming or going, butYou think that ya on your wayLife lined up on the mirror, don't blow itWoah, look at me when I'm talking to youYou looking at me but I'm looking through youI see the blood in your eyesI see the love in disguiseI see the pain hidden in your prideI see you're not satisfiedAnd I don't see nobody elseI see myself, I'm looking at theMirror on the wall (Woah)Here we are again (Yeah)Through my rise and fall (Uh)You've been my only friend (Yeah)You told me that they canUnderstand the man I amSo why are we hereTalking to each other again?Uh, I see the truth in your liesI see nobody by your sideBut I'm with you when you're all aloneAnd you correct me when I'm looking wrongI see the guilt beneath the shameI see your soul through your window paneI see the scars that remainI see Wayne, I'm lookin' at the..Mirror on the wallHere we are again (Yeah)Through my rise and fall (Uh-huh)You've been my only friend (My only friend)You told me that they can'tUnderstand the man I am (They can't understand)So why are we here (Misunderstood)Talking to each other again? (Woah) Looking at me now I can see my pastDamn, I look just like my fucking dadLight it up, that's smoke and mirrorsI even look good in a broken mirrorI see my mama smile, that's a blessingI see the change, I see the messageAnd no message coulda been any clearerSo I'm starting with the man in the...Mirror on the wall (MJ taught me that)Here we are againThrough my rise and fall (Uh)You've been my only friend (Take 'em to Mars, man)You told me that they canUnderstand the man I amSo why are weTalking to each other again? (Uh)Mirror on the wall (Woah)Here we are again (Yeah)Through my rise and fallYou've been my only friend (Any questions?)You told me that they can (I come to you)Understand the man I am (You always have the answer)So why are we hereTalking to each other again? Mirror on the wallHey B.P, looks like I did take 'em to Mars this timeSo why are weTalking to each other again?",https://www.genius.com/Lil-Wayne-Mirror-lyrics
284,97,2012-01-21,Round Of Applause,Waka Flocka Flame,['Drake'],86,3,https://www.billboard.com/charts/hot-100/2012-01-21,"Round of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just)Bounce that ass, shake that ass like the Twerk TeamHair long, ass fat, shawty meanThat girl look like Halle Berry when I'm on them beansWhen I hit the scene girls yelling and they scream""Flocka can you be my baby daddy?"" (Yes!)Pimping like I'm Dolemite, hoes jump in my CaddySmoke like I got cataract in the strip club throwing up them stacksGot racks on top of racksBust that pussy, make that ass clap, clap, clapI ain't done with you, baby bring that ass backStill got 20's, still got 50's, even got them hundredsThrow some money, throw some money I'mma let it goWaka Flocka Flame, better known as Mr. Let It GoRound of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just)Bust it like you can't afford a carYou a star, you look in the mirror, you know who you are, right?Cool, take it low, take it way lower than thatI fly private when I go, ain't no layover on thatYeah I made it to the top, took a seat, still sitting manI'm up in Stadium in D.C. still tipping manShe coulda paid tuition five times, still strippingI just throw a couple bills, and she'll have a pair of heelsOh no, there I go, magic tricking on your assThrowing every president except for Nixon on your assMake you rich, I feel like I should make commission on your assWonder what you would ever do if I went missing on your assRound of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just) Throwin' them stacks, OMGSMH when I'm on that stagePourin' Rosé all on her ass, a round of appeal baby pop that pussyDrop it down for me girl do a split, do you smoke girl? Gotta zipWhite Rémy Martin, who wanna sip? 45 on my hipBut I gain one deep and every word I say is slurrin'Vision, man is blurrin', drunk too much liquorSmoke too much weed, bitch I'm on too much EI'm so high, y'all will miss meIn love with strip clubs, shorty I'm a big tipperTwo hundred then I pull down my zipper, ughhShawty say she want me and she wanna meet my crew, SquadNiggas know we go hard, SquadBounce that ass, shake that ass like the Twerk TeamBust it, bust it, like the Twerk TeamBust it, bust it, like the twerk teamBricksquad monopoly, shorty that's my home teamAll the smokers they gangsta green, can't do no G talkI need a classy girl in the bed, she ain't gotta be a freak hoBust it, bust it, lay down on that floor girlBust it, bust it, give me some more head girlRound of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just)",https://www.genius.com/Waka-Flocka-Flame-Round-Of-Applause-lyrics
285,99,2012-01-21,That Way,Wale,"['Jeremih', 'Rick Ross']",49,18,https://www.billboard.com/charts/hot-100/2012-01-21,"M-M-Maybach MusicI apologize, I don’t recollect your name(Oh, baby, I don’t know your name)But lemme tell you that them heels, really complement your frame(Look at your body, baby)Girl lemme get them ""ooh-ahhs""Then I gotta catch my planeSay ya miss me and ya wishing for some private timeGirl, how could we get that way?Girl, how could we get that way?Look, another day, another dollarShe hate me when I leave cause when I leave I never call herThat's life, shit, aight, shit, I could call you right quickBut if I call, you gon' be like, ""Boo, why we haven't skyped yet?""And on Skype, bet you say, ""'Le, where my flight at?""If I decline then you inquire on where I spend my nights atShit this life gets overwhelming and more then hecticBut a woman worth some anger is certainly worth some effortJust look closer, my life is quite deceptiveWomen'll sell they soul, just to buy some attentionI need something to hold, fuck that passive aggressionAnd when I'm back from off that road, don't ask me no questionsPlease, fear what you don't know, hahaI apologize, I don’t recollect your name(Oh, baby, I don’t know your name)But lemme tell you that them heels, really complement your frame(Look at your body, baby)Girl lemme get them ""ooh-ahhs""Then I gotta catch my planeSay ya miss me and ya wishing for some private timeGirl, how could we get that way?Girl, how could we get that way?Don't remember how I met her, but I know I won't forget herAnd If loving her is wrong then I just know I won't see HeavenShe say she from Seattle, she 20 and some changeBefore I get to T.I.A, I'm sure to make her rainThen I'm back up on my plane, Chi-town O'HareWe spend some time and get some wine, have some milds from Harold'sI told her this here's overrated, but I love your city babyGotta get back to the D, you know we finally famousDriver drop me off at Dulles, I'm headed to some moneyTSA be laughing, all them rubbers in your luggageI know I'ma always leave 'em, but I swear I'll always love 'emTell her you'll probably find someone but you'll never find anotherWale, oww! I apologize, I don’t recollect your name(Oh, baby, I don’t know your name)But lemme tell you that them heels, really complement your frame(Look at your body, baby)Girl lemme get them ""ooh-ahhs""Then I gotta catch my planeSay ya miss me and ya wishing for some private timeGirl, how could we get that way?Girl, how could we get that way?Got on my suede shoes, I'm in a great moodAir baggage claim, awaiting miss thang out of St. LouisKnow she shining bright, got on my CartierShe my Billie Jean, we menage with Mary JaneSee we city hop, Vegas to LABrings a lot of joy, Bugatti boy, that's lane to laneOur faucets used to drip, I used to ride the benchBut it was written in cursive for this king to existPacked her bags now she live amongst entrepreneursMarc Jacob the makeup, she Givenchy consumerGianni Versaci connoisseur, a carnivoreAccountable for a half a million uncounted for, boyHahahah (M-M-Maybach Music) I apologize, I don’t recollect your name(Oh, baby, I don’t know your name)But lemme tell you that them heels, really complement your frame(Look at your body, baby)Girl lemme get them ""ooh-ahhs""Then I gotta catch my planeSay ya miss me and ya wishing for some private timeGirl, how could we get that way?Girl, how could we get that way?M-M-Maybach Music",https://www.genius.com/Wale-That-Way-lyrics
286,100,2012-01-21,Play The Guitar,B.o.B,['Andre 3000'],98,2,https://www.billboard.com/charts/hot-100/2012-01-21,"B.o.B. play the guitar(B.o.B., B.o.B., B.o.B., B.o.B.) play the guitarB.o.B. play the guitar(B.o.B., B.o.B., B.o.B., B.o.B.) play the guitarWell it's B.o.B, flyer than a stewardessFresh to death like I'm dressed for a eulogyMy outfit's retarded, my flow is the stupidest, dumbI'll probably need to after school tutor itBalling on beats, got hops like breweriesSideline haters need to chill where the cooler isDr. J flow, you can call me JuliusY'all take shots; I direct: movie shitGrand Hustle champion, all I do is ball 'em upNiggas starting conversations just so they can talk us upIf you ain't running shit you can't even walk with usStill I'm chill; blunt wider than a coffee cupYou know it's B.o, I do this for the peopleStacking c-notes, pockets on Cee-LoUhm, I'm killing 'em Mama - I'm talking hockey maskI do it to death, swag on body bagThis beat is out of here, it's goneFarewell, so long, so long (sayonara)I'm sayonara, the way I'm goneSo far away there ain't no signal on my phoneCuz I'm a star, so when I hit the bar it's like CheersEverybody knows who you areWho would've thought I would've took it this far?Play the guitarPlay the guitar, play the guitar, play the guitar(B.o.B., B.o.B., B.o.B., B.o.B.) play the guitar(3000) Play the guitar (3000) play the guitar(3000) Play the guitarMan, I keep having this re-occurring image where I'mStanding on top of Church's Chicken playing guitarLooked over and I see B.o.B. with this strange cigarHe's standing on top of Dunkin Donuts; it's like he own itWe at the corner of ""Give It To 'Em"" and ""They Don't Want It""We out here somewhere in mid-Europe, they out here joningMy niggas threw out way too much jewelry, my chain lonelyBut they don't know about black pearls, but I will show them""Why the world sleeping on black girls?"" Hey I don't know, manSilverback Stacks, jumping out the jungleBlowing tiger stripe bubbles with ""Go To Hell"" bubblegumWhen I was young, a space shuttle got hung in front of everyoneAnd grandmum tells me to stay humble but do not un-der-standOne of these mumbles will make 'em throw up they arms and handsNow stumble and they will know I put on my pantsOne leg at a time, like they do, pay us no mindBut everybody look at why we do it, it take us more timeExcuse me if I'm no exhibitionistAccording to the internet3000 got a big old dic-tionary full of wordsHe must know how to use 'emIt also says I play the violin and that ain't true butYou give me six strings and a pickAnd I will make a guitar talk, why, I ain't gotta say shitAnd I encourage any child to pick up some instrumentCuz if you're mad at your dad or mum, you can grab it and strumEat your cabbage and corn, by the time you're doneYou will finally realize that they meant you no harmThey was trying to save your crazy ass from what's to come3000 muthafucka ""Mr. Tell-Me-Somethin'"" My partners say I should practice more, I knowThey be saying I sound like I'm out of tuneI ask them: ""Do you cry in tune nigga? Do you laugh in tune?""",https://www.genius.com/BoB-Play-The-Guitar-lyrics
287,1,2012-01-28,We Found Love,Rihanna,['Calvin Harris'],1,17,https://www.billboard.com/charts/hot-100/2012-01-28,"It's like you're screaming, and no one can hearYou almost feel ashamed, that someone could be that importantThat without them, you feel like nothingNo one will ever understand how much it hurtsYou feel hopeless, like nothing can save youAnd when it's over and it's goneYou almost wish you could have all that bad stuff backSo that you could have the goodYellow diamonds in the lightAnd we're standing side by sideAs your shadow crosses mineWhat it takes to come aliveIt's the way I'm feeling, I just can't denyBut I've gotta let it goWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeShine a light through an open doorLove and life, I will divideTurn away 'cause I need you moreFeel the heartbeat in my mindIt's the way I'm feeling, I just can't denyBut I've gotta let it goWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless place Yellow diamonds in the lightAnd we're standing side by sideAs your shadow crosses mineWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless placeWe found love in a hopeless place",https://www.genius.com/Rihanna-We-Found-Love-lyrics
288,2,2012-01-28,Set Fire To The Rain,Adele,,2,20,https://www.billboard.com/charts/hot-100/2012-01-28,"I let it fall, my heartAnd as it fell, you rose to claim itIt was dark, and I was overUntil you kissed my lips and you saved meMy hands, they were strongBut my knees were far too weakTo stand in your armsWithout falling to your feetBut there's a side to youThat I never knew, never knewAll the things you'd sayThey were never true, never trueAnd the games you'd playYou would always win, always winBut I set fire to the rainWatched it pour as I touched your faceWell, it burned while I cried'Cause I heard it screamin' out your nameYour nameWhen I lay with youI could stay there, close my eyesFeel you here foreverYou and me together, nothing is better'Cause there's a side to youThat I never knew, never knewAll the things you'd sayThey were never true, never trueAnd the games you'd playYou would always win, always winBut I set fire to the rainWatched it pour as I touched your faceWell, it burned while I cried'Cause I heard it screamin' out your nameYour nameI set fire to the rainAnd I threw us into the flamesWhen it fell, somethin' died'Cause I knew that that was the last timeThe last time Sometimes, I wake up by the doorThat heart you caught must be waitin' for youEven now, when we're already overI can't help myself from lookin' for youI set fire to the rainWatched it pour as I touched your faceWell, it burned while I cried'Cause I heard it screamin' out your nameYour nameI set fire to the rainAnd I threw us into the flamesWhen it fell, somethin' died'Cause I knew that that was the last timeThe last timeOhOh, noLet it burnOhLet it burnLet it burn",https://www.genius.com/Adele-Set-Fire-To-The-Rain-lyrics
289,3,2012-01-28,Good Feeling,Flo Rida,,3,16,https://www.billboard.com/charts/hot-100/2012-01-28,"Oh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahYes I can, doubt better leave, I'm runnin' with this planPull me, grab me, crabs in the bucket can't have meI'll be the president one dayJanuary first, oh, you like that gossip?Like you the one drinking what God sip—dot comNow I got a word for your tongueHow many rolling stones you want?Yeah I got a brand new spiritSpeaking it and it's doneWoke up on the side of the bed like I wonTalk like a winner, my chest to that sunG5 dealer, U.S. to TaiwanNow who can say that? I wanna play backMama knew I was a needle in a hay stackA Bugatti boy, plus MaybachI got a feeling it's a rap, ASAPOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahThe mountain top, walk on waterI got power, feel so royalOne second I'ma strike all youDiamond, platinum, no more for youGot adrenaline, never giving inGiving up's not an option, gotta get it inWitness, I got the heart of twenty menNo fear, go to sleep in the lion's denThat flow, that spark, that crownYou looking at the king of the jungle nowStronger than ever, can't hold me downA hundred miles gunning from the pitcher's moundStraight game face, it's game daySee me running through the crowd full of meleeNo trick plays, I'm Bill Gates, take a genius to understand me Oh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahLet's get it, let's get itI know you got the good feelin'Let's get it, let's get itGotta love the life that we livin'Let's get it, let's get itI know you got the good feelin'Let's get it, let's get itGotta love the life that we livin'Oh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeah",https://www.genius.com/Flo-Rida-Good-Feeling-lyrics
