,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
653,88,2012-02-18,Bait A Hook,Justin Moore,,63,10,https://www.billboard.com/charts/hot-100/2012-02-18,"I heard you had to drive him home after two umbrella drinksI heard he's got a Prius, because he's into being greenMy buddies said he saw y'all, eatin' that sushi stuffBaby that don't sound like you, that don't sound like loveSounds like it sucksHe can't even bait a hookHe can't even skin a buckHe don't know who Jack Daniels isHe ain't ever drove a truckKnows how to throw out a lineBut not the kind in a field and stream bookNo darlin' I ain't even worried, youll come runnin backHe can't even bait a hookHas he kissed you in a hay field as the summer rain falls down?Has he took you to meet his mama, back in his home town?Does he drive the interstate, or does he take them old back roads?Can he melt your heart with a country song, every good old boy should know?I didn't think soHe can't even bait a hookHe can't even skin a buckHe don't know who Jack Daniels isHe ain't ever drove a truckKnows how to throw out a lineBut not the kind in a field and stream bookNo darlin' I ain't even worried, youll come runnin backHe can't even bait a hookIt won't be that long, until you start getting boredI'll be smilin' on the river, reelin' in one moreHe can't even bait a hookHe can't even skin a buckHe don't know who Jack Daniels isHe ain't ever drove a truckKnows how to throw out a lineBut not the kind in a field and stream bookNo darlin' I ain't even worried, youll come runnin backHe can't even bait a hook No baby I ain't even worriedHe can't even bait a hook",https://www.genius.com/Justin-Moore-Bait-A-Hook-lyrics
654,89,2012-02-18,Where I Come From,Montgomery Gentry,,89,5,https://www.billboard.com/charts/hot-100/2012-02-18,"Don't you dare go runnin' down my little town where I grew upAnd I won't cuss your city lightsIf you ain't ever took a ride around and cruised right through the heart of my townAnything you say would be a lieWe may live our lives a little slowerBut that don't mean I wouldn't be proud to show yaWhere I come fromThere's an old plow boy out turnin' up dirtWhere I come fromThere's a preacher man in a cowboy shirtWhere I come fromWhere a couple of boys fight in the parkin' lotNo, nobody's gonna call the copsWhere I come fromSee that door right there, man, I swear that it ain't never been lockedAnd I guarantee that it never willThat old man right there in the rockin' chair at the courthouse square, I'll tell you nowHe could buy your fancy car with hundred dollar billsDon't let those faded overalls fool yaHe made his millions without one day of schoolin'Where I come fromThere's a pickup truck with the tailgate downWhere I come fromThe pine trees are singin' a song of the southWhere I come fromThat little white church is gonna have a crowdAnd yeah, I'm pretty damn proudOf where I come fromWhere I come fromThere's a big ol' moon shinin' down at nightWhere I come fromThere's a man done wrong, gonna make it right Where I come fromThere's an old plow boy out turnin' up dirtWhere I come fromThere's a preacher man in a cowboy shirtWhere I come fromWhere a couple of boys fight in the parkin' lotNo, ain't nobody gonna call the copsYeah, that river runs across that old flint rockWhere I come fromWhere I come from",https://www.genius.com/Montgomery-Gentry-Where-I-Come-From-lyrics
655,90,2012-02-18,Storm Warning,Hunter Hayes,,78,12,https://www.billboard.com/charts/hot-100/2012-02-18,"She rolled in from the west in a summer sun dressHotter than the heat in JulyWith her wind-blown hair; it just wasn't fairThe way she was blowin' my mindHave you ever noticed every hurricaneGets its name from a girl like this?She's a cat five kind, keeps you up at nightHangin' on to the edge of a kissShe's a beautiful messYeah, the kind you love to loveBut what happens next?I got a feelin' when the sun comes upI'm gonna wish I had a storm warningI'm gonna wish I had a signI'm gonna wish I had a little heads upA little leeway, a little more timeSome kind of radar system locked in on loveI got a feelin' by the time the night finds the mornin'I'm gonna wish I had a storm warningI'm gonna wish I had a storm warningAin't it funny how it feels when you're burning your wheelsSomewhere between going and gone?You get so lost that you can't turn it offYou give in and you just turn it onShe's a heart full of rain, red lips like a flameShe's a girl from your favorite songWhat a beautiful messOne part angel, one part perfect, one part a wreckThe kind of flood you'll never forgetI'm gonna wish I had a storm warningI'm gonna wish I had a signI'm gonna wish I had a little heads upA little leeway, a little more timeSome kind of radar system locked in on loveI got a feelin' by the time the night finds the mornin'I'm gonna wish I had a storm warningI'm gonna wish I had a storm warning I'm gonna wish I had a storm warningI'm gonna wish I had a signI'm gonna wish I had a little heads upA little leeway, a little more timeSome kind of radar system locked in on loveI'm gonna wish I had a storm warningI'm gonna wish I had a signI'm gonna wish I had a little heads upA little leeway, a little more timeSome kind of radar system locked in on loveI got a feelin' by the time the night finds the mornin'I'm gonna wish I had a storm warningYeah, I'm gonna wish I had a storm warningI'm gonna wish I had a sign, gonna wish I had a signOf a storm warning yeahA little heads up, little more timeLittle leeway some kind of sign (Some kind of sign)Oh, would've been niceSome kind of radar systemIf I heard it, yeah, I would've listenedTo the storm, to the storm warning",https://www.genius.com/Hunter-Hayes-Storm-Warning-lyrics
656,91,2012-02-18,Mr. Wrong,Mary J. Blige,['Drake'],91,3,https://www.billboard.com/charts/hot-100/2012-02-18,"Don’t it seem likeLike I’m always there when it mattersBut missing most of the other timeA terrible patternThe rewards I see from workingMade me an addictThere's way more people that want itThan people that have itI don't get it, I would hate to think I tricked ‘emThey fall victim to my systemGuess I sure know how to pick emAnd I’m always her regretYeah, I’m always her regretAnd I always make it harder on whoever’s coming nextIt goes up and down, it’s just up and downShe’s crying now but she’ll laugh againCause we on the rise and she here with usAnd expensive shit, just keeps happeningShe loves it, she stares at me like who does thisAnd we hold hands while I pray that she’s not the type to hold grudgesI’m wrong..Bad boys ain't no goodGood boys ain't no funLord knows that I shouldRun off with the right oneMe and Mr. Wrong get along so good (So good)Even though he breaks my heart so bad (So bad)We got a special thing going onMe and Mr. Wrong (Mr. Wrong)Even if I try, no, I never couldGive him up cause his loves like thatAin't no way that I’m moving onI love my Mr. WrongHung up off your goodYou call and I runMy fam' is screaming at me don’t do it""Don't do it, Mary!""I guess they never had noneMe and Mr. Wrong get along so good (So good)Even though he breaks my heart so bad (So bad)We got a special thing going on (Going on)Me and Mr. Wrong (Mr. Wrong)Even if I try, no, I never couldGive him up cause his loves like thatAin't no way that I’m moving onI love my Mr. Wrong When he put that loving on me, I can’t think of nothingThat’ll make me walk outI’m holding onI love my Mr. WrongHe be kissing and touching on meI can’t help but love himI must be out my mindFor going so strongI love my Mr. WrongMr. WrongMe and Mr. Wrong get along so good (So good)Even though he breaks my heart so bad (So bad)We got a special thing going on(Going on)Me and Mr. Wrong (Mr. Wrong)Even if I try, no, I never could (I never could)Give him up cause his loves like thatAin't no way that I’m moving onI love my Mr. WrongMr. Wrong",https://www.genius.com/Mary-J-Blige-Mr-Wrong-lyrics
657,92,2012-02-18,Shake It Out,Florence + The Machine,,73,15,https://www.billboard.com/charts/hot-100/2012-02-18,"Regrets collect like old friendsHere to relive your darkest momentsI can see no way, I can see no wayAnd all of the ghouls come out to playAnd every demon wants his pound of fleshBut I like to keep some things to myselfI like to keep my issues drawnIt's always darkest before the dawnAnd I've been a fool and I've been blindI can never leave the past behindI can see no way, I can see no wayI'm always dragging that horse aroundAll of his questions, such a mournful soundTonight, I'm gonna bury that horse in the ground'Cause I like to keep my issues drawnBut it's always darkest before the dawnShake it out, shake it outShake it out, shake it out, oh-woahShake it out, shake it outShake it out, shake it out, oh-woahAnd it's hard to dance with a devil on your backSo shake him off, oh-woahAnd I am done with my graceless heartSo tonight, I'm gonna cut it out and then restart'Cause I like to keep my issues drawnIt's always darkest before the dawnShake it out, shake it outShake it out, shake it out, oh-woahShake it out, shake it outShake it out, shake it out, oh-woahAnd it's hard to dance with a devil on your backSo shake him off, oh-woah (Shake him off)And it's hard to danceWith a devil on your back (Shake him off)And given half the chanceWould I take any of it back? (Shake him off)It's a fine romanceBut it's left me so undone (Shake him off)It's always darkest before the dawn (Shake him off)(Oh-woah)(Oh-woah) And I'm damned if I do and I'm damned if I don'tSo here's to drinks in the dark at the end of my ropeAnd I'm ready to suffer and I'm ready to hopeIt's a shot in the dark aimed right at my throat'Cause looking for Heaven, found the devil in me (Oh-woah)Looking for Heaven, found the devil in me (Oh-woah)But, what the hell, I'm gonna let it happen to me, yeahShake it out, shake it outShake it out, shake it out, oh-woahShake it out, shake it outShake it out, shake it out, oh-woahAnd it's hard to dance with a devil on your backSo shake him off, oh-woahShake it out, shake it outShake it out, shake it out, oh-woahShake it out, shake it outShake it out, shake it out, oh-woahAnd it's hard to dance with a devil on your backSo shake him off, oh-woah(What the hell...) Oh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-oh-ohOh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-oh-ohOh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-oh-ohOh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-oh-ohOh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-oh-ohOh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-oh-ohOh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-oh-ohOh-oh-oh-ohOh-oh-oh-oh, oh-oh-oh-o-oh",https://www.genius.com/Florence-The-Machine-Shake-It-Out-lyrics
658,93,2012-02-18,Love's Gonna Make It Alright,George Strait,,93,3,https://www.billboard.com/charts/hot-100/2012-02-18,"Girl, you've had one of those daysSeems like they've been going aroundYou're a long way from being where you wanna beWhen the world isn't going your wayWhatever bad luck is getting you downHoney, I'll be right here for youWith open arms, you can run to meBaby, love's gonna make itLove's gonna make it alrightBaby, love's gonna make itLove's gonna make it alrightTonight, tonight, tonightWe can go out and paint the townWe can dance your cares awayWe can watch 'em all fall out on the floorAnd if you want to we can close 'em downAnd we can leave whenever you sayI'll chase you down the hallwayWatch the sun come up behind our bedroom doorBaby, love's gonna make itLove's gonna make it alrightBaby, love's gonna make itLove's gonna make it alrightTonight, tonight, tonightThat's the good thing, girl, about me and youThere ain't nothing that loving can't get us throughBaby, love's gonna make itLove's gonna make it alrightBaby, love's gonna make itLove's gonna make it alrightTonight, tonight, tonightTonight, tonight, tonight",https://www.genius.com/George-Strait-Loves-Gonna-Make-It-Alright-lyrics
659,94,2012-02-18,Party,Beyonce,['Andre 3000'],50,18,https://www.billboard.com/charts/hot-100/2012-02-18,"You a bad girl, and your friend's bad too (Ooh)We got the swag sauce, she dripping swaguYou a bad girl and your friends bad too (Ooh)You got the swag sauce, she dripping swagu (Ooh)I may be young, but I'm readyTo give you all my loveI told my girls you can get itDon't slow it down, just let it goSo in love, I'll give it all awayJust don't tell nobody tomorrowSo tonight, I'll do it every waySpeakers knockin' 'til the morning light'Cause we like to party, hey!Hey, hey, hey, hey, hey'Cause we like to party, hey!Hey, hey, hey, hey, hey'Cause we like to party!Your touch is driving me crazyI can't explain the way I feelTop down, with the radio on and the night belongs to usJust hold me close, don't let me goSo in love, I don't care what they sayI don't care if they're talking tomorrow'Cause tonight's the night, oh-oh-oh-ohThat I give you everythingMusic knockin' 'til the morning light'Cause we like to party!Set the scene, 3000 degreesI ain't worried about them, fuck niggas over thereBut they worry about meI got a homeboy named ButterAnd another homeboy there, nigga named CheeseFuck with me, baby, I’ll make it milk 'til it drip down your kneesSpit this shit for real-o, Brain BrilloKiddo say he looks up to me, this just makes me feel oldNever thought that we could become someone else's heroMan, we were just in the food court eating our gyrosYesterday, that's the way, every single morning I try to prayGrandmom and them, they never forgotAnd nothing else really mean nothing to meI ain't studying the beatTalking to me? Girl, why you fucking with me?Move on there, ain't nothing to seePshh, always something to sawI'm the raw, off the rip, 'cause of himAll of them, will remem-ber the min-Nute they fell in love with rap, black like having your cousin backBlue like when that rent is dueCream like when I'm loving you, yeah So in love, I'll give it all awayJust don't tell nobody tomorrow'Cause tonight's the night, oh-oh-oh-ohThat I give you everythingMusic knocking 'til the morning light'Cause we like to party, hey!Hey, hey, hey, hey, hey'Cause we like to party, hey!Hey, hey, hey, hey, hey'Cause we like to party!You a bad girl, and your friend's bad too (Ooh)We got the swag sauce, she dripping swaguYou a bad girl and your friends bad too (Ooh)You got the swag sauce, she dripping swagu (Ooh)",https://www.genius.com/Beyonce-Party-lyrics
660,95,2012-02-18,Round Of Applause,Waka Flocka Flame,['Drake'],86,7,https://www.billboard.com/charts/hot-100/2012-02-18,"Round of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just)Bounce that ass, shake that ass like the Twerk TeamHair long, ass fat, shawty meanThat girl look like Halle Berry when I'm on them beansWhen I hit the scene girls yelling and they scream""Flocka can you be my baby daddy?"" (Yes!)Pimping like I'm Dolemite, hoes jump in my CaddySmoke like I got cataract in the strip club throwing up them stacksGot racks on top of racksBust that pussy, make that ass clap, clap, clapI ain't done with you, baby bring that ass backStill got 20's, still got 50's, even got them hundredsThrow some money, throw some money I'mma let it goWaka Flocka Flame, better known as Mr. Let It GoRound of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just)Bust it like you can't afford a carYou a star, you look in the mirror, you know who you are, right?Cool, take it low, take it way lower than thatI fly private when I go, ain't no layover on thatYeah I made it to the top, took a seat, still sitting manI'm up in Stadium in D.C. still tipping manShe coulda paid tuition five times, still strippingI just throw a couple bills, and she'll have a pair of heelsOh no, there I go, magic tricking on your assThrowing every president except for Nixon on your assMake you rich, I feel like I should make commission on your assWonder what you would ever do if I went missing on your assRound of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just) Throwin' them stacks, OMGSMH when I'm on that stagePourin' Rosé all on her ass, a round of appeal baby pop that pussyDrop it down for me girl do a split, do you smoke girl? Gotta zipWhite Rémy Martin, who wanna sip? 45 on my hipBut I gain one deep and every word I say is slurrin'Vision, man is blurrin', drunk too much liquorSmoke too much weed, bitch I'm on too much EI'm so high, y'all will miss meIn love with strip clubs, shorty I'm a big tipperTwo hundred then I pull down my zipper, ughhShawty say she want me and she wanna meet my crew, SquadNiggas know we go hard, SquadBounce that ass, shake that ass like the Twerk TeamBust it, bust it, like the Twerk TeamBust it, bust it, like the twerk teamBricksquad monopoly, shorty that's my home teamAll the smokers they gangsta green, can't do no G talkI need a classy girl in the bed, she ain't gotta be a freak hoBust it, bust it, lay down on that floor girlBust it, bust it, give me some more head girlRound of applause, baby make that ass clapDrop it to the floor, make that ass clapRound of applause, baby make that ass clapDrop it to the floor, make that ass clapLet me see you, bust it, bust it, bust it, bust it, bust it, bust itBaby drop it to the floor and bust it, bust it, bust it, bust it, bust it, bust it (Drop it down and just)",https://www.genius.com/Waka-Flocka-Flame-Round-Of-Applause-lyrics
661,98,2012-02-18,Don't Stop (Color On The Walls),Foster The People,,88,4,https://www.billboard.com/charts/hot-100/2012-02-18,"Walk, little walk, small talk, big thoughtsGonna tell 'em all just what I wantThat street, two streets, I see you and meHanging on the empty swingsCount high, low, don't worry, my eyes are closedI'm a superman and it's my showOne shoe, two, gonna kick with my new shoesI'm gonna kick until I need new shoesYeah, yeahI said, don't stop, don't stop, don't stop talking to meStop, don't stop, don't stop giving me things(These are one of those times when we're gonna have a lot of fun)I run, they run, everybody run, runAnd we're all just having funSleigh ride, boat ride, piggyback rideI'm gonna show 'em all how I can rideOne, two, three, close your eyes and count to fourI'm gonna hide behind my bedroom doorCrayons on walls, I'll color on them allI'll draw until I've broken every lawYeah, yeahI said, don't stop, don't stop, don't stop talking to meStop, don't stop, don't stop giving me thingsStop, don't stop, don't stop laughing about itStop, don't stop, don't stopDon't stopDon't stopDon't stopDon't stopI said, don't stop, don't stop, don't stop talking to meStop, don't stop, don't stop giving me thingsStop, don't stop, don't stop laughing about itStop, don't stop, don't stopI said, don't stop, don't stop, don't stop talking to meI said, don't stop, don't stop, don't stop giving me thingsI said, don't stop, don't stop, don't stop laughing about itI said, don't stop, don't stop, don't stop with me",https://www.genius.com/Foster-The-People-Dont-Stop-Color-On-The-Walls-lyrics
662,99,2012-02-18,Do It Like You,Diggy,['Jeremih'],99,2,https://www.billboard.com/charts/hot-100/2012-02-18,"Hey, there she goThat's the one I've got to knowSuch a cutie, right? Her whole crew is tightBut they don't do it like youHow her hair flows when she walkLike a Love Jones when she talkSuch a cutie, right? Her whole crew is tightBut they don't do it like youIt seems like for a while I’ve known yaNostalgic moments, feels like magic don't it?Girl you killin' 'em, my condolenceThat's how you on it? Yeahhh, that’s how you on itAnd I'm gonna be with you no matter what it takesRunnin' with scissors in the traffic, tryna cut straight to the chaseWanna be there when you wake, with no make up on your faceNot even gloss, before you brush, love your dimples when you blushIt's the simple things in life we take for granted cause we rushI just wanna gain your trust as well as me givin' you mineWhat's yo' sign? I'm an Aries, I'm a 90's baby, clearlyI'll make sure to make time for you though my schedule may vary, oh, ohHol' up, hol' up, hol' up, I just wanna know yaI heard 'em say that beauty's in the eyes of the beholderWell girl my vision’s bad so I'm gon' need you to come closerCloser, now you right here where you 'pose toHey, there she goThat's the one I've got to knowSuch a cutie, right? Her whole crew is tightBut they don't do it like youHow her hair flows when she walkLike a Love Jones when she talkSuch a cutie, right? Her whole crew is tightBut they don't do it like you'Cuse me Misses, may I spark your interest?'Cause you sure got my attention, I just wanna grant yo' wishes. lalaWhat you want you get it, I don't call it trickin'Not just 'cause I got it cause I want to, that makes all the differenceI'm about my business, and ooh, girl, you the businessWe should get together soon so we can do some businessI got some things that I could teach ya, lemme show yaIs you ready, what's the hol' up?You ain't 'bout no drama, you remind me of my mamaSmelling like flower balm and escada, shut it down and you won't even try taYou such a boss but carry yourself like a ladyThe baddest out ya crew and that is not up for debatin', waitHol' up, hol' up, hol' up, I know what they sayEvery rapper only want that sexual healin' Marvin GayeDon't believe it girl, I promise I'm a treat you like my treasureI'm a movement by myself but I know you'll make me better Hey, there she goThat's the one I've got to knowSuch a cutie, right? Her whole crew is tightBut they don't do it like youHow her hair flows when she walkLike a Love Jones when she talkSuch a cutie, right? Her whole crew is tightBut they don't do it like youHey, there she goThat's the one I've got to knowSuch a cutie, right? Her whole crew is tightBut they don't do it like youHow her hair flows when she walkLike a Love Jones when she talkSuch a cutie, right? Her whole crew is tightBut they don't do it like youNah, they don't do it like youHey, hey, love when she walkAnd a Love Jones when she talkSuch a cutie, right? Her whole crew is tightBut they don't do it like, youThey don't do it like, youPrettiest girl I've ever seen by the way, yeahYup",https://www.genius.com/Diggy-Do-It-Like-You-lyrics
663,100,2012-02-18,You Don't Know Her Like I Do,Brantley Gilbert,,100,2,https://www.billboard.com/charts/hot-100/2012-02-18,"Hey old friend, thanks for callin'It's good to know somebody caresYeah she's gone, but I don't feel like talkin'It might be just too much to bearTo hear somebody say it stops hurtingOr to hear somebody say she ain't worth it'Cause you don't know her like I doYou'll never understandYou don't know we've been throughThat girl's my best friendAnd there's no way you're gonna help meShe's the only one who canNo, you don't know how much I've got to loseYou don't know her like I doI can't forget, I'm drowning in these memoriesIt fills my soul with all the little thingsAnd I can't cope, it's like a death inside the familyIt's like she stole my way to breatheSo don't try to tell me I'll stop hurtingDon't try to tell me she ain't worth it'Cause you don't know her like I doYou'll never understandYou don't know we've been throughThat girl's my best friendAnd there's no way you're gonna help meShe's the only one who canNo, you don't know how much I've got to loseYou don't know her like I do'Cause you don't know her like I doYou'll never understandYou don't know we've been throughThat girl's my best friendAnd there's no way you're gonna help meShe's the only one who canNo, you don't know how much I've got to loseYou don't know her like I do Not like I doNever understandThat girl's my best friendThat girl's my best friendThat girl's my best friend",https://www.genius.com/Brantley-Gilbert-You-Dont-Know-Her-Like-I-Do-lyrics
664,1,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,,1,8,https://www.billboard.com/charts/hot-100/2012-02-25,"You know the bed feels warmerSleepin' here alone (Sleepin' here alone)You know I dream in colorAnd do the things I want (Do the things I want)You think you got the best of meThink you've had the last laughBet you think that everything good is goneThink you left me broken downThink that I'll come running backBaby, you don't know me, 'cause you're dead wrongWhat doesn't kill you makes you strongerStand a little tallerDoesn't mean I'm lonely when I'm aloneWhat doesn't kill you makes a fighterFootsteps even lighterDoesn't mean I'm over 'cause you're goneWhat doesn't kill you makes you stronger, strongerJust me, myself, and IWhat doesn't kill you makes you strongerStand a little tallerDoesn't mean I'm lonely when I'm aloneYou heard that I was starting over with someone newThey told you I was moving on and over youYou didn't think that I'd come backI'd come back swingingYou tried to break me, but you seeWhat doesn't kill you makes you strongerStand a little tallerDoesn't mean I'm lonely when I'm aloneWhat doesn't kill you makes a fighterFootsteps even lighterDoesn't mean I'm over 'cause you're goneWhat doesn't kill you makes you stronger, strongerJust me, myself, and IWhat doesn't kill you makes you strongerStand a little tallerDoesn't mean I'm lonely when I'm aloneThanks to you, I got a new thing startedThanks to you, I'm not the broken-heartedThanks to you I'm finally thinkin' 'bout meYou know in the end, the day you left was just my beginningIn the end What doesn't kill you makes you strongerStand a little tallerDoesn't mean I'm lonely when I'm aloneWhat doesn't kill you makes a fighterFootsteps even lighterDoesn't mean I'm over 'cause you're goneWhat doesn't kill you makes you stronger, strongerJust me, myself, and IWhat doesn't kill you makes you strongerStand a little tallerDoesn't mean I'm lonely when I'm alone (What doesn't kill you)What doesn't kill you makes you stronger, strongerJust me, myself, and I (What doesn't kill you)What doesn't kill you makes you stronger (Stronger)Stand a little taller (Taller)Doesn't mean I'm lonely when I'm alone (What doesn't kill you)When I'm alone",https://www.genius.com/Kelly-Clarkson-Stronger-What-Doesnt-Kill-You-lyrics
665,2,2012-02-25,Set Fire To The Rain,Adele,,1,24,https://www.billboard.com/charts/hot-100/2012-02-25,"I let it fall, my heartAnd as it fell, you rose to claim itIt was dark, and I was overUntil you kissed my lips and you saved meMy hands, they were strongBut my knees were far too weakTo stand in your armsWithout falling to your feetBut there's a side to youThat I never knew, never knewAll the things you'd sayThey were never true, never trueAnd the games you'd playYou would always win, always winBut I set fire to the rainWatched it pour as I touched your faceWell, it burned while I cried'Cause I heard it screamin' out your nameYour nameWhen I lay with youI could stay there, close my eyesFeel you here foreverYou and me together, nothing is better'Cause there's a side to youThat I never knew, never knewAll the things you'd sayThey were never true, never trueAnd the games you'd playYou would always win, always winBut I set fire to the rainWatched it pour as I touched your faceWell, it burned while I cried'Cause I heard it screamin' out your nameYour nameI set fire to the rainAnd I threw us into the flamesWhen it fell, somethin' died'Cause I knew that that was the last timeThe last time Sometimes, I wake up by the doorThat heart you caught must be waitin' for youEven now, when we're already overI can't help myself from lookin' for youI set fire to the rainWatched it pour as I touched your faceWell, it burned while I cried'Cause I heard it screamin' out your nameYour nameI set fire to the rainAnd I threw us into the flamesWhen it fell, somethin' died'Cause I knew that that was the last timeThe last timeOhOh, noLet it burnOhLet it burnLet it burn",https://www.genius.com/Adele-Set-Fire-To-The-Rain-lyrics
666,3,2012-02-25,We Are Young,fun.,['Janelle Monae'],3,8,https://www.billboard.com/charts/hot-100/2012-02-25,"Give me a second I, I need to get my story straightMy friends are in the bathroomGetting higher than the Empire StateMy lover, she's waiting for me just across the barMy seat's been taken by some sunglasses asking 'bout a scarAnd I know I gave it to you months agoI know you're trying to forget itBut between the drinks and subtle thingsThe holes in my apologiesYou know, I'm trying hard to take it backSo if by the time the bar closesAnd you feel like falling downI'll carry you homeTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunNow I know that I'm notAll that you gotI guess that I, I just thoughtMaybe we could find new ways to fall apartBut our friends are backSo let's raise the glass'Cause I found someone to carry me homeTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunCarry me home tonightJust carry me home tonightCarry me home tonightJust carry me home tonight The moon is on my sideI have no reason to runSo will someone come and carry me home tonight?The angels never arrivedBut I can hear the choirSo will someone come and carry me home?TonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunTonightWe are youngSo let's set the world on fireWe can burn brighterThan the sunSo if by the time the bar closesAnd you feel like falling downI'll carry you home tonight",https://www.genius.com/fun-We-Are-Young-lyrics
667,4,2012-02-25,Sexy And I Know It,LMFAO,,1,24,https://www.billboard.com/charts/hot-100/2012-02-25,"Yeah, yeahWhen I walk on by, girls be looking like, ""Damn, he fly""I pimp to the beat, walking down the street in my new LaFreakYeah, this is how I roll, animal print, pants outta controlIt's Redfoo with the big afroAnd like Bruce Leroy, I got the glow, yeahGirl, look at that bodyGirl, look at that bodyGirl, look at that body (I-I-I work out)Girl, look at that bodyGirl, look at that bodyGirl, look at that body (I-I-I work out)When I walk in the spot (Yeah), this is what I see (Okay)Everybody stops and is staring at meI got passion in my pants and I ain't afraid to show itShow it, show it, show itI'm sexy and I know itI'm sexy and I know itYeahWhen I'm at the mall, security just can't fight 'em allAnd when I'm at the beach, I'm in a speedo trying to tan my cheeks (What)This is how I roll, come on, ladies, it's time to goWe headed to the bar, baby, don't be nervousNo shoes, no shirt, and I still get service, watchGirl, look at that bodyGirl, look at that bodyGirl, look at that body (I-I-I work out)Girl, look at that bodyGirl, look at that bodyGirl, look at that body (I-I-I work out)When I walk in the spot (Yeah), this is what I see (Okay)Everybody stops and is staring at meI got passion in my pants and I ain't afraid to show itShow it, show it, show itI'm sexy and I know it (Ay)I'm sexy and I know it Check it out, check it outWiggle, wiggle, wiggle, wiggle, wiggle, yeahWiggle, wiggle, wiggle, wiggle, wiggle, yeahWiggle, wiggle, wiggle, wiggle, wiggle, yeahWiggle, wiggle, wiggle, wiggle, yeah, yeahDo the wiggle, man, I do the wiggle, manYeah, I'm sexy and I know itAy, yeahGirl, look at that bodyGirl, look at that bodyGirl, look at that body (I-I-I work out)Girl, look at that bodyGirl, look at that bodyGirl, look at that body (I-I-I work out)I'm sexy and I know it",https://www.genius.com/LMFAO-Sexy-And-I-Know-It-lyrics
668,5,2012-02-25,Good Feeling,Flo Rida,,3,20,https://www.billboard.com/charts/hot-100/2012-02-25,"Oh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahYes I can, doubt better leave, I'm runnin' with this planPull me, grab me, crabs in the bucket can't have meI'll be the president one dayJanuary first, oh, you like that gossip?Like you the one drinking what God sip—dot comNow I got a word for your tongueHow many rolling stones you want?Yeah I got a brand new spiritSpeaking it and it's doneWoke up on the side of the bed like I wonTalk like a winner, my chest to that sunG5 dealer, U.S. to TaiwanNow who can say that? I wanna play backMama knew I was a needle in a hay stackA Bugatti boy, plus MaybachI got a feeling it's a rap, ASAPOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahThe mountain top, walk on waterI got power, feel so royalOne second I'ma strike all youDiamond, platinum, no more for youGot adrenaline, never giving inGiving up's not an option, gotta get it inWitness, I got the heart of twenty menNo fear, go to sleep in the lion's denThat flow, that spark, that crownYou looking at the king of the jungle nowStronger than ever, can't hold me downA hundred miles gunning from the pitcher's moundStraight game face, it's game daySee me running through the crowd full of meleeNo trick plays, I'm Bill Gates, take a genius to understand me Oh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahLet's get it, let's get itI know you got the good feelin'Let's get it, let's get itGotta love the life that we livin'Let's get it, let's get itI know you got the good feelin'Let's get it, let's get itGotta love the life that we livin'Oh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeahI get a feeling that INever, never, never, never had before, no noI get a good feeling, yeahOh, oh, sometimes I get a good feeling, yeah",https://www.genius.com/Flo-Rida-Good-Feeling-lyrics
